Word	Level
昨天	1
坐	1
坐下	1
做	1
爱	2
爱好	2
安静	2
把	2
班	2
班长	2
办	2
办法	2
办公室	2
半年	2
包子	2
保护	2
报名	2
报纸	2
抱	2
杯	2
杯子	2
背	2
北京	2
背	2
被	2
比较	2
比赛	2
笔	2
笔记本	2
必须	2
边	2
变	2
变成	2
遍	2
表	2
表示	2
表演	2
并且	2
不错	2
不但	2
不断	2
不对	2
不够	2
不太	2
不要	2
不用	2
补	2
不得不	2
不管	2
不好意思	2
不仅	2
不久	2
不如	2
不少	2
不同	2
不行	2
不一定	2
部分	2
菜单	2
参观	2
参加	2
草	2
层	2
曾经	2
查	2
长处	2
长期	2
常见	2
常用	2
超过	2
超市	2
车上	2
称	2
成	2
成功	2
成绩	2
成为	2
城市	2
重新	2
出发	2
出口	2
出生	2
出现	2
出租	2
出租车	2
初级	2
初中	2
除了	2
船	2
窗子	2
床	2
吹	2
春节	2
春天	2
词	2
词典	2
村	2
存	2
错误	2
答应	2
达到	2
打工	2
打算	2
打印	2
大部分	2
大多数	2
大概	2
大声	2
大小	2
大约	2
大夫	2
代表	2
带	2
带来	2
但	2
蛋	2
刀	2
倒	2
到处	2
到达	2
倒	2
道	2
道理	2
道路	2
得	2
的话	2
灯	2
等	2
等于	2
低	2
低下	2
地铁	2
地图	2
弟	2
弟弟	2
点头	2
电影	2
电影院	2
掉	2
定	2
冬天	2
懂	2
动物	2
读	2
读书	2
度	2
短	2
短处	2
短信	2
段	2
断	2
队	2
队员	2
队长	2
对话	2
对面	2
顿	2
多	2
多么	2
而且	2
发	2
发现	2
发展	2
方法	2
方面	2
放心	2
放学	2
放在	2
分	2
分数	2
分钟	2
份	2
风	2
封	2
服务	2
父母	2
负责	2
复印	2
改	2
改变	2
干杯	2
赶紧	2
赶快	2
敢	2
感到	2
感动	2
感觉	2
感谢	2
干活儿	2
干吗	2
高级	2
高中	2
告诉	2
各	2
各地	2
各种	2
工厂	2
工程师	2
工资	2
公共汽车	2
公交车	2
公斤	2
公里	2
公路	2
公平	2
公司	2
公用电话	2
公园	2
够	2
姑娘	2
故事	2
故意	2
顾客	2
挂	2
关上	2
关系	2
关心	2
关于	2
观点	2
观众	2
管	2
管理	2
广播	2
广场	2
广告	2
规定	2
国际	2
国内	2
国外	2
过年	2
过去	2
过去	2
海	2
害怕	2
喊	2
好多	2
好久	2
好像	2
合格	2
合适	2
和平	2
河	2
黑板	2
红	2
红茶	2
后来	2
后天	2
忽然	2
湖	2
互相	2
护士	2
护照	2
花	2
花	2
花园	2
划船	2
华人	2
画	2
画儿	2
欢迎	2
环	2
环境	2
换	2
黄	2
回	2
或者	2
机会	2
基础	2
及时	2
级	2
极了	2
急	2
计划	2
计算机	2
继续	2
寄	2
加	2
加入	2
加上	2
加油	2
家人	2
家庭	2
家乡	2
价格	2
坚持	2
检查	2
简单	2
见到	2
见过	2
件	2
建议	2
健康	2
将来	2
讲	2
讲话	2
交	2
交费	2
交给	2
交通	2
角	2
饺子	2
脚	2
叫	2
叫做	2
教师	2
教室	2
教学	2
教育	2
接	2
接到	2
接受	2
接下来	2
接着	2
街	2
节	2
节目	2
节日	2
节约	2
结果	2
结婚	2
结束	2
介绍	2
斤	2
紧张	2
进步	2
进入	2
进行	2
近	2
京剧	2
经常	2
经过	2
经理	2
经验	2
精彩	2
精神	2
警察	2
静	2
旧	2
救	2
就是	2
就要	2
举	2
举手	2
举行	2
句	2
句子	2
决定	2
卡	2
开始	2
开心	2
看法	2
看来	2
考	2
考试	2
靠	2
科	2
科学	2
可爱	2
可怕	2
克	2
刻	2
客人	2
课堂	2
肯定	2
空气	2
空调	2
哭	2
苦	2
快餐	2
快乐	2
快要	2
筷子	2
困难	2
拉	2
来到	2
蓝	2
篮球	2
浪费	2
劳动	2
老	2
老板	2
离	2
离开	2
礼物	2
里头	2
理想	2
理由	2
历史	2
立刻	2
利用	2
例如	2
例子	2
连	2
联系	2
脸	2
练	2
练习	2
凉	2
凉快	2
量	2
两	2
亮	2
辆	2
了解	2
另外	2
留	2
留下	2
留学生	2
流	2
流利	2
流行	2
楼上	2
楼下	2
旅客	2
旅行	2
旅游	2
绿	2
绿茶	2
乱	2
麻烦	2
卖	2
满	2
满意	2
毛	2
毛病	2
没事儿	2
每	2
美元	2
妹	2
妹妹	2
门票	2
米	2
米	2
米饭	2
面	2
面条儿	2
明星	2
目标	2
目的	2
哪些	2
那边	2
那时候	2
那时	2
奶奶	2
男人	2
难道	2
难过	2
难受	2
脑子	2
能力	2
年代	2
年级	2
年纪	2
年轻	2
念	2
鸟	2
您	2
农村	2
农民	2
弄	2
女人	2
暖和	2
爬	2
爬山	2
拍	2
排	2
排队	2
排球	2
牌	2
牌子	2
碰	2
碰到	2
碰见	2
批评	2
皮鞋	2
篇	2
便宜	2
片	2
漂亮	2
平	2
平常	2
平等	2
平时	2
瓶	2
瓶子	2
破	2
普通	2
普通话	2
期	2
其它	2
其他	2
其中	2
奇怪	2
骑	2
骑车	2
起床	2
千	2
前天	2
强	2
墙	2
桥	2
青年	2
轻	2
清楚	2
情况	2
请客	2
请求	2
庆祝	2
秋天	2
求	2
球场	2
球队	2
球鞋	2
取	2
取得	2
全部	2
全身	2
全体	2
缺点	2
确实	2
热烈	2
热情	2
人民	2
人民币	2
人数	2
日子	2
容易	2
如果	2
入口	2
沙发	2
商场	2
商店	2
商量	2
上学	2
上周	2
少数	2
社会	2
深	2
什么样	2
生	2
生病	2
声音	2
省	2
省	2
胜利	2
失去	2
石头	2
时期	2
实际	2
实习	2
实现	2
实在	2
实在	2
食物	2
使用	2
世界	2
市	2
市长	2
事情	2
事业	2
试	2
适合	2
收	2
收到	2
收费	2
收入	2
手表	2
受到	2
受伤	2
书架	2
舒服	2
输	2
熟	2
属于	2
数	2
双	2
水平	2
睡着	2
顺利	2
说明	2
司机	2
送到	2
送给	2
算	2
虽然	2
随便	2
随时	2
所有	2
它	2
它们	2
太太	2
太阳	2
态度	2
谈	2
汤	2
糖	2
讨论	2
套	2
特别	2
特点	2
疼	2
提	2
提出	2
提到	2
提高	2
题	2
体育	2
体育场	2
体育馆	2
天上	2
条	2
条件	2
调	2
跳	2
跳舞	2
听到	2
停	2
停车	2
停车场	2
停止	2
挺	2
挺好	2
通	2
通过	2
通知	2
同时	2
同事	2
同样	2
头	2
木头	2
突然	2
图书馆	2
推	2
腿	2
退休	2
外国人	2
完成	2
完全	2
晚会	2
碗	2
万	2
网	2
网络	2
网球	2
往	2
危险	2
卫生	2
为	2
位	2
味道	2
温度	2
文化	2
闻	2
问路	2
问题	2
握手	2
武术	2
西餐	2
西医	2
希望	2
习惯	2
洗衣机	2
洗澡	2
系	2
下	2
下周	2
夏天	2
线	2
相同	2
相信	2
香	2
响	2
想到	2
想法	2
相机	2
像	2
消息	2
小	2
小声	2
小时候	2
小心	2
校长	2
鞋	2
心里	2
心情	2
新闻	2
信	2
信心	2
行李	2
幸福	2
姓	2
休假	2
修	2
需要	2
许多	2
选	2
学费	2
学校	2
雪	2
压	2
研究	2
颜色	2
眼	2
演	2
演员	2
羊	2
阳光	2
养	2
样子	2
要求	2
药	2
要是	2
爷爷	2
也许	2
页	2
一定	2
一共	2
一会儿	2
一路平安	2
一路顺风	2
一切	2
已经	2
以为	2
椅子	2
一般	2
一直	2
亿	2
意见	2
意思	2
意义	2
音乐	2
音乐会	2
银行	2
印象	2
英语	2
营养	2
影响	2
永远	2
优点	2
邮局	2
邮票	2
油	2
游	2
游戏	2
游泳	2
友好	2
有空儿	2
有意思	2
右	2
右边	2
鱼	2
雨	2
语言	2
元	2
原来	2
原因	2
愿望	2
愿意	2
约	2
月亮	2
越	2
越来越	2
运动	2
杂志	2
在	2
咱们	2
脏	2
早晨	2
怎么办	2
增加	2
站	2
张	2
长大	2
掌握	2
着急	2
照顾	2
照片	2
照相	2
这边	2
这时	2
这时候	2
整个	2
整齐	2
正常	2
正好	2
正确	2
证明	2
之后	2
之间	2
之前	2
之一	2
支	2
支持	2
知识	2
直接	2
值得	2
职业	2
只	2
只能	2
只要	2
只有	2
纸	2
至少	2
中餐	2
中级	2
中心	2
中医	2
终于	2
种	2
周	2
周围	2
主人	2
主要	2
住院	2
注意	2
祝	2
抓	2
抓住	2
专业	2
转	2
装	2
追	2
准备	2
自己	2
自行车	2
自由	2
字典	2
总是	2
总	2
租	2
足球	2
组	2
组成	2
组织	2
嘴	2
最近	2
左	2
左边	2
左右	2
作为	2
作文	2
作业	2
座	2
座位	2
做到	2
爱情	3
爱人	3
爱心	3
安排	3
安装	3
按	3
按照	3
把握	3
白	3
白菜	3
白酒	3
白人	3
白色	3
板	3
办理	3
半夜	3
保	3
保安	3
保持	3
保存	3
保留	3
保险	3
保证	3
报	3
报到	3
报导	3
报道	3
报告	3
北部	3
北方	3
背	3
背后	3
被子	3
本来	3
本领	3
本事	3
比方	3
比例	3
比如	3
比如说	3
必然	3
必要	3
变化	3
变为	3
标题	3
标准	3
表达	3
表面	3
表明	3
表现	3
并	3
并	3
播出	3
播放	3
不必	3
不大	3
不过	3
不论	3
补充	3
不安	3
不光	3
不满	3
不一会儿	3
布	3
步	3
部	3
部门	3
部长	3
才能	3
采取	3
采用	3
彩色	3
草地	3
产量	3
产生	3
长城	3
厂	3
场合	3
场所	3
超级	3
朝	3
车辆	3
车主	3
称为	3
成果	3
成就	3
成立	3
成熟	3
成员	3
成长	3
承认	3
城	3
程度	3
持续	3
冲	3
充满	3
重	3
重复	3
出国	3
出口	3
出门	3
出院	3
初	3
初一	3
初步	3
处理	3
传	3
传播	3
传来	3
传说	3
创新	3
创业	3
创造	3
创作	3
从前	3
从事	3
从小	3
存款	3
存在	3
打破	3
打听	3
大大	3
大规模	3
大姐	3
大量	3
大妈	3
大人	3
大象	3
大衣	3
大众	3
大自然	3
代	3
代	3
代表团	3
带动	3
带领	3
单位	3
当初	3
当地	3
当时	3
当中	3
导演	3
到底	3
得出	3
得分	3
得意	3
等待	3
等到	3
地	3
地球	3
地区	3
地铁站	3
电视剧	3
电视台	3
电台	3
电子邮件	3
调	3
调查	3
定期	3
东北	3
东部	3
东方	3
东南	3
懂得	3
动力	3
动人	3
动作	3
读者	3
短期	3
对待	3
对方	3
对手	3
对象	3
对于	3
多久	3
多数	3
发表	3
发出	3
发达	3
发动	3
发明	3
发生	3
发送	3
发言	3
法院	3
反对	3
反复	3
反应	3
反正	3
范围	3
方式	3
防	3
防止	3
房屋	3
访问	3
放下	3
飞行	3
非法	3
费	3
费用	3
分别	3
分开	3
分配	3
分之	3
丰富	3
风险	3
否定	3
否认	3
夫人	3
服装	3
福	3
父亲	3
复杂	3
富	3
改进	3
改造	3
概念	3
赶	3
赶到	3
感情	3
感受	3
高度	3
高速	3
高速公路	3
搞	3
搞好	3
告别	3
歌迷	3
歌声	3
歌手	3
个人	3
个性	3
各位	3
各自	3
根本	3
根本	3
根据	3
更加	3
工夫	3
工具	3
工业	3
公布	3
公共	3
公开	3
公民	3
公务员	3
功夫	3
功课	3
功能	3
共同	3
共有	3
古	3
古代	3
故乡	3
关机	3
关注	3
观察	3
观看	3
观念	3
光	3
光	3
光明	3
广大	3
规范	3
规模	3
国庆	3
国王	3
果然	3
过程	3
哈哈	3
海关	3
行	3
好	3
好处	3
好人	3
好事	3
好奇	3
合	3
合法	3
合理	3
合作	3
黑人	3
黑色	3
红酒	3
红色	3
后果	3
互联网	3
华语	3
现代化	3
化	3
画家	3
话	3
话剧	3
话题	3
坏处	3
坏人	3
欢乐	3
环保	3
黄色	3
会	3
会谈	3
会议	3
会员	3
或	3
机器	3
积极	3
基本	3
基本上	3
集体	3
集中	3
计算	3
记录	3
记者	3
纪录	3
纪念	3
技术	3
加工	3
加快	3
加强	3
科学家	3
家具	3
家属	3
假如	3
价钱	3
价值	3
架	3
架	3
假期	3
坚决	3
坚强	3
简直	3
建	3
建成	3
建立	3
建设	3
将	3
将	3
将近	3
交警	3
交流	3
交往	3
交易	3
角	3
角度	3
较	3
教练	3
教学楼	3
结实	3
接待	3
接近	3
节假日	3
结合	3
解决	3
解开	3
今后	3
金	3
金牌	3
仅	3
仅仅	3
尽量	3
紧	3
紧急	3
进口	3
进口	3
进一步	3
进展	3
近期	3
京戏	3
经济	3
经历	3
经营	3
精神	3
景色	3
久	3
就业	3
举办	3
具体	3
具有	3
剧场	3
据说	3
决赛	3
决心	3
绝对	3
军队	3
军人	3
开发	3
开放	3
开机	3
开学	3
开业	3
开展	3
看上去	3
考察	3
考生	3
考验	3
科技	3
科研	3
可靠	3
克服	3
刻	3
客观	3
课程	3
空	3
空儿	3
快递	3
困	3
来自	3
蓝色	3
老	3
老王	3
老百姓	3
老年	3
老是	3
老太太	3
老头儿	3
乐	3
乐观	3
类	3
类似	3
离婚	3
理解	3
理论	3
力	3
力量	3
连忙	3
连续	3
连续剧	3
联合	3
联合国	3
领	3
领导	3
领先	3
另一方面	3
留学	3
龙	3
录	3
录音	3
路线	3
绿色	3
落后	3
满足	3
毛	3
媒体	3
每	3
美	3
美好	3
美术	3
迷	3
面	3
面对	3
面积	3
面前	3
民间	3
民主	3
民族	3
名	3
名称	3
名单	3
明确	3
明显	3
命运	3
某	3
母亲	3
目前	3
那	3
那会儿	3
男子	3
南部	3
南方	3
难度	3
内	3
内容	3
内心	3
能够	3
年初	3
年底	3
农业	3
女士	3
女子	3
怕	3
排	3
排名	3
派	3
判断	3
配	3
配合	3
批准	3
皮	3
皮包	3
评价	3
破坏	3
普遍	3
普及	3
齐	3
其次	3
其实	3
起飞	3
气	3
气	3
气候	3
气温	3
千万	3
前后	3
前进	3
前往	3
强大	3
强调	3
强烈	3
亲	3
亲切	3
亲人	3
亲自	3
青少年	3
情感	3
请教	3
球迷	3
区	3
区别	3
取消	3
去世	3
全场	3
全国	3
全家	3
全面	3
全年	3
全球	3
缺	3
缺少	3
确保	3
确定	3
群	3
群众	3
热爱	3
人材	3
人才	3
人工	3
人家	3
人口	3
人类	3
人们	3
人生	3
人物	3
人员	3
认可	3
任	3
任	3
任何	3
任务	3
仍	3
仍然	3
日报	3
日常	3
如何	3
入门	3
沙子	3
伤	3
伤心	3
商品	3
商人	3
商业	3
上街	3
上升	3
少年	3
设备	3
设计	3
设立	3
身份证	3
深刻	3
深入	3
升	3
生	3
生产	3
生存	3
生动	3
生命	3
生意	3
生长	3
声明	3
胜	3
十分	3
石油	3
时	3
时代	3
时刻	3
实际上	3
实力	3
实行	3
实验	3
实验室	3
食品	3
使	3
始终	3
世纪	3
世界杯	3
市场	3
事故	3
事件	3
事实	3
事实上	3
试验	3
适应	3
适用	3
室	3
收看	3
收听	3
收音机	3
手续	3
手指	3
首先	3
受	3
输入	3
熟人	3
属	3
束	3
树林	3
数量	3
数字	3
双方	3
思想	3
速度	3
随	3
所	3
所长	3
台	3
谈话	3
谈判	3
特色	3
提前	3
提问	3
体会	3
体现	3
体验	3
天空	3
调整	3
跳高	3
跳远	3
铁	3
铁路	3
听讲	3
听力	3
听众	3
通常	3
通信	3
同志	3
痛	3
痛苦	3
头	3
头脑	3
突出	3
图	3
图画	3
土	3
团	3
团结	3
团体	3
推动	3
推广	3
推进	3
推开	3
退	3
退出	3
托	3
托儿所	3
外地	3
外交	3
外文	3
完美	3
完善	3
完整	3
玩具	3
晚报	3
万一	3
网友	3
网站	3
往往	3
危害	3
危机	3
为	3
围	3
伟大	3
卫星	3
温暖	3
文件	3
文明	3
文学	3
文章	3
文字	3
屋子	3
无法	3
无论	3
午睡	3
武器	3
舞台	3
西北	3
西部	3
西方	3
西南	3
先后	3
先进	3
显得	3
显然	3
显示	3
现场	3
现代	3
现金	3
现实	3
现象	3
相比	3
相当	3
相关	3
相互	3
相似	3
想起	3
项	3
项目	3
像	3
消费	3
消失	3
小说	3
小组	3
校园	3
笑话	3
笑话儿	3
效果	3
写作	3
血	3
心中	3
信	3
信号	3
信任	3
信息	3
信用卡	3
星星	3
行动	3
行人	3
行为	3
形成	3
形式	3
形象	3
形状	3
幸运	3
性	3
积极性	3
性格	3
修改	3
需求	3
宣布	3
宣传	3
选举	3
选手	3
学期	3
训练	3
压力	3
烟	3
研制	3
眼前	3
演唱会	3
演出	3
药片	3
药水	3
夜	3
夜里	3
衣架	3
依据	3
依靠	3
一部分	3
一路	3
一下子	3
一致	3
以来	3
以上	3
以外	3
以下	3
一点点	3
一方面	3
一生	3
义务	3
艺术	3
意外	3
因此	3
银	3
银行卡	3
应当	3
英文	3
英雄	3
迎接	3
影片	3
影视	3
应用	3
优势	3
由	3
由于	3
游客	3
有的是	3
有利	3
有效	3
与	3
语音	3
预报	3
预防	3
预计	3
员	3
服务员	3
员工	3
院	3
院长	3
院子	3
月份	3
运输	3
咱	3
早就	3
早已	3
造	3
造成	3
责任	3
怎样	3
增长	3
展开	3
占	3
张	3
招生	3
招手	3
照	3
真实	3
真正	3
争	3
争取	3
整	3
整理	3
整体	3
整天	3
整整	3
正	3
正式	3
正是	3
证	3
证件	3
证据	3
政府	3
政治	3
之内	3
之外	3
之下	3
之中	3
只	3
直	3
直	3
直播	3
直到	3
值	3
职工	3
只好	3
只是	3
指	3
指出	3
指导	3
至今	3
志愿	3
志愿者	3
制定	3
制度	3
制造	3
制作	3
治	3
中华民族	3
中年	3
中央	3
钟	3
种子	3
重大	3
重点	3
重视	3
周年	3
主持	3
主动	3
主任	3
主席	3
主意	3
主张	3
住房	3
专家	3
专门	3
专题	3
转变	3
状况	3
状态	3
准	3
准确	3
资格	3
资金	3
子女	3
自从	3
自动	3
自觉	3
自然	3
自身	3
自主	3
总结	3
总理	3
走过	3
走进	3
走开	3
足够	3
组合	3
作家	3
作品	3
作品	3
作用	3
做法	3
阿姨	4
啊	4
挨	4
挨打	4
矮	4
矮小	4
爱国	4
爱护	4
安	4
安检	4
安慰	4
安置	4
岸	4
岸边	4
岸上	4
按摩	4
按时	4
案子	4
暗	4
暗示	4
巴士	4
拔	4
罢工	4
罢了	4
白领	4
白云	4
百分点	4
百货	4
摆	4
摆动	4
摆脱	4
败	4
拜访	4
班级	4
搬	4
搬家	4
版	4
办公	4
办事	4
办事处	4
办学	4
半决赛	4
扮演	4
棒	4
傍晚	4
包含	4
包括	4
包围	4
包装	4
薄	4
饱	4
宝	4
宝宝	4
宝贝	4
宝贵	4
宝石	4
保健	4
保密	4
保守	4
保卫	4
保养	4
报	4
报答	4
报警	4
报刊	4
报考	4
抱歉	4
抱怨	4
暴风雨	4
暴力	4
暴露	4
暴雨	4
爆	4
爆发	4
爆炸	4
背包	4
悲惨	4
悲剧	4
悲伤	4
北风	4
北极	4
背景	4
背心	4
背着	4
倍	4
被动	4
被告	4
被迫	4
辈	4
奔跑	4
本	4
本地	4
本科	4
本期	4
本人	4
本身	4
本土	4
本质	4
笨	4
逼	4
鼻子	4
比分	4
比重	4
彼此	4
笔记	4
笔试	4
必	4
必将	4
必修	4
必需	4
毕竟	4
毕业	4
毕业生	4
闭	4
闭幕	4
闭幕式	4
避	4
避免	4
边境	4
边缘	4
编	4
编辑	4
编制	4
扁	4
变动	4
变更	4
变换	4
变形	4
便	4
便利	4
便是	4
便条	4
便于	4
遍地	4
辩论	4
标志	4
表格	4
表面上	4
表情	4
表扬	4
别	4
宾馆	4
冰	4
冰箱	4
冰雪	4
兵	4
病毒	4
病房	4
病情	4
拨打	4
波动	4
波浪	4
玻璃	4
播	4
博客	4
博览会	4
博士	4
博物馆	4
薄弱	4
不便	4
不顾	4
不见	4
不利	4
不料	4
不耐烦	4
不幸	4
不要紧	4
不易	4
不再	4
不在乎	4
不至于	4
补偿	4
补考	4
补课	4
补贴	4
补习	4
补助	4
捕	4
不曾	4
不成	4
不得了	4
不敢当	4
不禁	4
不仅仅	4
不良	4
不免	4
不能不	4
不然	4
不时	4
不停	4
不通	4
不许	4
不怎么	4
不值	4
不止	4
不足	4
布满	4
布置	4
步行	4
部队	4
部位	4
擦	4
猜	4
猜测	4
才	4
材料	4
财产	4
财富	4
裁判	4
采访	4
采购	4
采纳	4
彩电	4
彩票	4
踩	4
参考	4
参赛	4
参与	4
参展	4
餐	4
餐馆	4
餐厅	4
餐饮	4
残疾	4
残疾人	4
残酷	4
惨	4
仓库	4
藏	4
操场	4
操纵	4
操作	4
草原	4
册	4
厕所	4
侧	4
测	4
测定	4
测量	4
测试	4
策划	4
策略	4
层次	4
层面	4
曾	4
叉	4
叉子	4
差别	4
差距	4
差异	4
插	4
茶叶	4
查出	4
查看	4
查询	4
差一点儿	4
差点儿4
拆	4
拆除	4
拆迁	4
产品	4
产物	4
产业	4
昌盛	4
长度	4
长短	4
长假	4
长久	4
长跑	4
长寿	4
长途	4
长远	4
肠	4
尝	4
尝试	4
常规	4
常年	4
常识	4
厂商	4
厂长	4
场地	4
场馆	4
场景	4
场面	4
畅通	4
倡导	4
唱片	4
抄	4
抄写	4
超	4
超出	4
超越	4
潮	4
潮流	4
潮湿	4
吵	4
吵架	4
炒	4
炒股	4
炒作	4
车号	4
车牌	4
车展	4
车子	4
彻底	4
撤离	4
撤销	4
沉	4
沉默	4
沉重	4
衬衣	4
称号	4
称赞	4
撑	4
成	4
成本	4
成分	4
成份	4
成交	4
成品	4
成人	4
成效	4
成语	4
诚实	4
诚信	4
承办	4
承担	4
承诺	4
承受	4
城里	4
城区	4
城乡	4
城镇	4
乘	4
乘车	4
乘客	4
乘坐	4
程序	4
吃惊	4
吃力	4
池子	4
迟	4
迟到	4
持有	4
尺	4
尺寸	4
尺子	4
冲动	4
冲击	4
冲突	4
充电	4
充电器	4
充分	4
充足	4
虫子	4
重建	4
重组	4
崇拜	4
宠物	4
冲	4
抽	4
抽出	4
抽奖	4
抽烟	4
愁	4
丑	4
臭	4
出版	4
出差	4
出场	4
出动	4
出访	4
出汗	4
出路	4
出面	4
出名	4
出入	4
出色	4
出事	4
出售	4
出台	4
出席	4
出行	4
出于	4
初等	4
初期	4
除	4
除非	4
除夕	4
厨房	4
厨师	4
处罚	4
处分	4
处于	4
处在	4
存储	4
处	4
处处	4
处长	4
穿上	4
传出	4
传达	4
传递	4
传媒	4
传输	4
传统	4
传言	4
传真	4
船员	4
船长	4
船只	4
串	4
窗户	4
窗口	4
闯	4
创办	4
创建	4
创立	4
创意	4
春季	4
纯	4
纯净水	4
词汇	4
词语	4
词典	4
辞典	4
此	4
此处	4
此次	4
此后	4
此刻	4
此前	4
此时	4
此事	4
此外	4
此致	4
次	4
次数	4
刺	4
刺激	4
聪明	4
从不	4
从此	4
从而	4
从没	4
从中	4
粗	4
粗心	4
促进	4
促使	4
促销	4
醋	4
脆	4
村庄	4
寸	4
措施	4
错过	4
搭	4
搭档	4
搭配	4
达成	4
答	4
答案	4
答复	4
打	4
打败	4
打扮	4
打包	4
打动	4
打断	4
打发	4
打击	4
打架	4
打雷	4
打牌	4
