	Word	Class0	Class1	Class2	MultiMean
64102	婚纱照	1	1	1	6
64103	藏掖	1	1	1	3
64104	优良率	1	1	1	187
64105	怒形于色	1	1	1	37
64106	关系学	1	1	1	176
64107	编成	1	1	1	1
64108	导引	1	1	1	2
64109	婴幼儿	1	1	1	10
64110	了然	1	1	1	36
64111	亲人	1	1	1	15
64112	床	1	1	1	6
64113	癞皮狗	1	1	1	19
64114	沙滩装	1	1	1	19
64115	浑金璞玉	1	1	1	2
64116	月末	1	1	1	3
64117	鱼口	1	1	1	2
64118	看穿	2	2	2	15
64119	无价宝	1	1	1	9
64120	多种多样	1	1	1	24
64121	抽身	1	1	2	16
64122	巨浪	1	1	1	15
64123	水资源	1	1	1	36
64124	蜊	1	1	1	4
64125	铆钉	1	1	1	5
64126	灵敏	1	1	1	52
64127	私人	1	1	1	6
64128	弱肉强食	1	1	1	1
64129	笔致	1	1	1	2
64130	看上	1	1	1	11
64131	支配权	1	1	1	74
64132	红杉	1	1	1	12
64133	温血动物	1	1	1	1
64134	下半年	1	1	1	6
64135	正前方	1	1	1	0
64136	寻	1	1	1	23
64137	有识之士	1	1	1	3
64138	浴盆	1	1	1	1
64139	别无二致	1	1	1	0
64140	唇齿相依	2	2	2	20
64141	棕绳	1	1	1	11
64142	秋风	2	2	2	3
64143	手气	1	1	1	7
64144	旧貌	1	1	1	1
64145	戏词	1	1	1	3
64146	编译局	1	1	1	77
64147	犷悍	1	1	1	14
64148	深重	1	1	1	9
64149	讲	1	2	2	37
64150	人氏	1	1	1	5
64151	制造者	1	1	1	2
64152	草石蚕	1	1	1	2
64153	邳州	1	1	1	116
64154	春意盎然	1	1	1	0
64155	冤头	1	1	1	0
64156	一命呜呼	1	1	1	56
64157	情趣	1	1	1	10
64158	镛	1	1	1	31
64159	瓦特	1	1	1	0
64160	远南	1	1	1	23
64161	开罗	2	2	2	332
64162	答应	1	1	2	33
64163	淋巴液	1	1	1	1
64164	华容县	1	1	1	571
64165	侠	1	1	1	6
64166	聘用	1	1	1	9
64167	雄蕊	1	1	1	17
64168	舞场	1	1	1	1
64169	开发热	1	1	1	15
64170	敲诈	1	1	1	8
64171	失利	2	2	2	24
64172	巯	1	1	1	8
64173	老城区	1	1	1	171
64174	导演	1	1	1	3
64175	潮红	1	1	1	24
64176	停战	1	1	1	2
64177	聘期	1	1	1	4
64178	本体论	1	1	1	55
64179	审查	1	1	1	19
64180	途次	1	1	1	2
64181	酸疼	1	1	1	9
64182	卖主	1	1	1	3
64183	利率表	1	1	1	35
64184	平地风波	1	1	1	8
64185	换向	1	1	1	37
64186	平顶山市	1	1	1	499
64187	高炮	1	1	1	20
64188	口才	1	1	1	1
64189	抗	1	2	2	22
64190	太古菜	1	1	1	22
64191	衣装	1	1	1	12
64192	朴质	1	2	2	33
64193	出发点	1	1	1	5
64194	数见不鲜	1	1	1	26
64195	塞拉利昂	1	1	1	120
64196	东南风	1	1	1	0
64197	时新	1	1	1	17
64198	旅行者	1	1	1	10
64199	麈	1	1	1	2
64200	空闲	2	2	2	34
64201	惩一儆百	1	1	1	6
64202	再次	1	1	1	14
64203	桂圆	1	1	1	1
64204	垃圾场	1	1	1	86
64205	有机玻璃	1	1	1	1
64206	皮疹	1	1	1	5
64207	西瓜刀	1	1	1	27
64208	准则	1	2	2	15
64209	寇	2	2	2	27
64210	端阳	1	1	1	3
64211	扁率	1	1	1	187
64212	字纸	1	1	1	64
64213	端面	1	1	1	4
64214	太息	1	1	1	9
64215	早就	1	1	1	13
64216	棋坛	1	1	1	24
64217	秃子	1	1	1	2
64218	油库	1	1	1	37
64219	盐霜	1	1	1	3
64220	实处	1	1	1	1
64221	热量	1	1	1	3
64222	拱坝	1	1	1	22
64223	结账	1	1	1	0
64224	胡桃	1	1	1	1
64225	择友	1	1	1	1
64226	带头	1	1	1	8
64227	车厢	1	1	1	1
64228	俑坑	1	1	1	15
64229	照镜子	1	1	1	0
64230	抗尘走俗	1	1	1	0
64231	争雄	1	1	1	18
64232	阳间	1	1	1	15
64233	平摊	1	1	1	5
64234	代收	1	1	1	7
64235	外乡人	1	1	1	6
64236	支付款	1	1	1	56
64237	不二价	1	1	1	20
64238	后勤	1	1	1	5
64239	大黄鱼	1	1	1	4
64240	示例	1	1	1	7
64241	郊游	1	1	1	6
64242	藏语系	1	1	1	24
64243	角果	1	1	1	18
64244	自谋	1	1	1	6
64245	愚	3	4	4	71
64246	岁暮	1	1	2	28
64247	病毒	1	1	1	3
64248	坚城	1	1	1	5
64249	国旗班	1	1	1	13
64250	老林	1	1	1	10
64251	毛里求斯共和国	1	1	1	299
64252	屡教不改	1	1	1	23
64253	君子协定	1	1	1	0
64254	见所未见	1	1	1	12
64255	造福	2	2	2	18
64256	只管	1	1	1	1
64257	节减	1	1	1	23
64258	书城	1	1	1	23
64259	娇媚	1	1	1	8
64260	答题	1	1	1	5
64261	侧门	1	1	1	4
64262	博山区	1	1	1	142
64263	叱	1	1	1	3
64264	搭客	1	1	1	3
64265	博导	1	1	1	8
64266	主攻	1	1	1	7
64267	梁平县	1	1	1	571
64268	天上	1	1	1	20
64269	大端	1	1	1	6
64270	信念	1	1	1	3
64271	人物	1	1	1	5
64272	执掌	1	1	1	5
64273	眉来眼去	1	1	1	4
64274	对眼	3	3	3	25
64275	大件	1	1	1	3
64276	腥臭	1	1	1	6
64277	有志之士	1	1	1	1
64278	拔剑	1	1	1	1
64279	心酸	1	1	1	5
64280	中报	1	1	1	55
64281	欣逢	1	1	1	15
64282	于是	1	1	2	16
64283	闵	1	1	1	154
64284	用心	2	2	2	25
64285	黑纱	1	1	1	8
64286	加工业	1	1	1	149
64287	裔	1	1	1	17
64288	联姻	1	1	1	7
64289	毯	1	1	1	1
64290	挣钱	1	1	1	15
64291	靡	1	1	1	20
64292	经久耐用	1	1	1	24
64293	押金	1	1	1	8
64294	民间	2	2	2	0
64295	乐平市	1	1	1	499
64296	汊涧镇	1	1	1	172
64297	病理	1	1	1	7
64298	法律	1	1	1	8
64299	报时	1	1	1	2
64300	会务	1	1	1	6
64301	分批	2	2	2	2
64302	丧胆	1	1	1	52
64303	时断时续	1	1	1	7
64304	军法	1	1	1	16
64305	直接肥料	1	1	1	7
64306	浆汁	1	1	1	0
64307	水上警察	1	1	1	23
64308	罗非鱼	1	1	1	43
64309	用以	1	1	1	2
64310	蘑菇云	1	1	1	7
64311	可视电话	1	1	1	1
64312	采访组	1	1	1	2
64313	垂青	1	1	1	29
64314	箔条	1	1	1	3
64315	绵延	1	1	1	12
64316	推广率	1	1	1	187
64317	佛塔	1	1	1	22
64318	瞩望	2	2	2	49
64319	瑞雪	1	1	1	12
64320	钢笔	1	1	1	3
64321	千虑一失	1	1	1	12
64322	眼红	1	2	2	51
64323	趟马	1	1	1	3
64324	太上老君	1	1	1	20
64325	空天飞机	1	1	1	23
64326	较	2	3	3	16
64327	豆子	1	2	2	10
64328	鹤山市	1	1	1	499
64329	巫山县	1	1	1	571
64330	经典之作	1	1	1	7
64331	红星	1	1	1	29
64332	屏条	1	1	1	1
64333	整数型	1	1	1	38
64334	温顺	1	1	1	15
64335	意译	1	1	1	6
64336	过渡内阁	1	1	1	2
64337	钱庄	1	1	1	4
64338	搜罗	1	1	1	4
64339	稻谷	1	1	1	6
64340	偷眼	1	1	1	11
64341	稚子	1	1	1	41
64342	鼻梁	1	1	1	0
64343	乙状结肠	1	1	1	10
64344	异体字	1	1	1	0
64345	危象	1	1	1	44
64346	赶赴	1	1	1	4
64347	花鼓戏	1	1	1	21
64348	化粪池	1	1	1	1
64349	纱筒	1	1	1	13
64350	创牌子	1	1	1	3
64351	亮晶晶	1	1	1	7
64352	健美	1	1	1	9
64353	宣誓	1	1	1	8
64354	逝世	1	1	1	56
64355	养鸡房	1	1	1	26
64356	闹钟	1	1	1	22
64357	晒烟	1	1	1	7
64358	湛蓝	1	1	1	5
64359	得	4	6	6	101
64360	五台山	1	1	1	206
64361	晒图	1	1	1	1
64362	无独有偶	1	1	1	21
64363	末段	1	1	1	13
64364	天赐	1	1	1	0
64365	商情	1	1	1	32
64366	若	3	3	3	55
64367	喜娘	1	1	1	1
64368	新春佳节	1	1	1	4
64369	熟客	1	1	1	5
64370	磁偏角	1	1	1	2
64371	笔误	1	1	1	1
64372	安居乐业	1	1	1	26
64373	吆喝	1	1	1	6
64374	国民政府	1	1	1	15
64375	图书城	1	1	1	9
64376	方面军	1	1	1	13
64377	保守党政府	1	1	1	15
64378	候车	1	1	1	5
64379	夜明星	1	1	1	29
64380	相似	1	1	1	9
64381	共处	1	1	1	12
64382	小气鬼	1	1	1	5
64383	泵房	1	1	1	9
64384	量筒	1	1	1	13
64385	科伦坡	1	1	1	279
64386	巡逻哨	1	1	1	11
64387	稀稀落落	1	1	1	7
64388	人多嘴杂	1	1	1	35
64389	众寡悬殊	1	1	1	16
64390	雏儿	1	1	1	41
64391	身段	1	1	1	4
64392	法号	1	1	1	6
64393	肥实	1	1	1	18
64394	托叶	1	1	1	10
64395	律政司	1	1	1	17
64396	鸣谢	1	1	1	10
64397	矿灯	1	1	1	58
64398	枝桠	1	1	1	7
64399	茶	1	2	2	4
64400	茶厅	1	1	1	24
64401	港澳	1	1	1	42
64402	平等互利	1	1	1	14
64403	机关刊物	1	1	1	27
64404	三夏	1	1	2	12
64405	子金	1	1	1	6
64406	面黄肌瘦	1	2	2	14
64407	游船	1	1	1	1
64408	变换	1	1	1	12
64409	然则	1	1	1	11
64410	耸	1	1	1	13
64411	碑额	1	1	1	38
64412	流言	1	1	1	2
64413	火烧眉毛	1	1	1	24
64414	句子	1	1	1	5
64415	桂皮树	1	1	1	2
64416	东楼	1	1	1	6
64417	出兵	1	1	1	9
64418	监狱	1	1	1	19
64419	害臊	1	1	1	16
64420	腰子	1	1	1	3
64421	树墩	1	1	1	0
64422	甲胄	1	1	1	9
64423	直通车	1	1	1	101
64424	雪	3	3	3	39
64425	孤岛	2	2	2	11
64426	胆气	1	1	1	8
64427	丹东	1	1	1	120
64428	咸菜	1	1	1	22
64429	利润率	1	1	1	187
64430	大杂烩	1	1	1	2
64431	弱智	1	1	1	14
64432	摩天大厦	1	1	1	7
64433	黑心	2	2	2	35
64434	责令	1	1	1	1
64435	方铅矿	1	1	1	37
64436	雍容	1	1	1	24
64437	任人唯贤	1	1	1	4
64438	网页	1	1	1	1
64439	问安	1	1	1	6
64440	中西餐	1	1	1	12
64441	多半	1	1	1	6
64442	改朝换代	1	1	1	1
64443	起讫	1	1	1	11
64444	摇篮	1	1	1	5
64445	喇叭声	1	1	1	6
64446	炎陵县	1	1	1	571
64447	满眼	1	1	1	10
64448	单根独苗	1	1	1	5
64449	内审	1	1	1	0
64450	毛线针	1	1	1	12
64451	荀	1	1	1	154
64452	餐车	1	1	1	20
64453	韧皮部	1	1	1	3
64454	碎石	1	1	1	0
64455	别扭	1	1	2	17
64456	鲈	1	1	1	1
64457	援引	1	2	2	17
64458	良宵	1	1	1	0
64459	血口	1	1	1	2
64460	柴薪	1	1	1	3
64461	解囊	1	1	1	5
64462	七七事变	1	1	1	5
64463	重犯	1	1	1	31
64464	筛选	1	1	1	3
64465	敬若神明	1	1	1	4
64466	因而	1	1	1	13
64467	称羡	1	1	1	14
64468	壮观	1	1	1	5
64469	无原则	1	1	1	0
64470	鸡皮	1	1	1	10
64471	皮靴	1	1	1	6
64472	负心	1	1	1	13
64473	濒海	1	1	1	2
64474	群峰	1	1	1	17
64475	中准价	1	1	1	104
64476	杲	1	1	1	50
64477	试工	1	2	2	10
64478	显眼	1	1	1	62
64479	茧绸	1	1	1	1
64480	雨意	1	1	1	3
64481	涵容	1	1	1	12
64482	谢忱	1	1	1	1
64483	考古学	1	1	1	176
64484	上棉	1	1	1	1
64485	伴游	1	1	1	1
64486	地肤	1	1	1	0
64487	蜚声	1	1	1	22
64488	摆平	1	1	1	3
64489	赔礼道歉	1	1	1	6
64490	回生	1	1	1	1
64491	热胀冷缩	1	1	1	12
64492	呆帐	1	1	1	0
64493	防弹车	1	1	1	101
64494	联合战线	1	1	1	0
64495	现实感	1	1	1	59
64496	水磨工夫	1	1	1	29
64497	远近闻名	1	1	1	5
64498	传言	2	2	2	13
64499	倨	1	1	1	72
64500	顾得上	1	1	1	6
64501	丹阳	1	1	1	279
64502	族规	1	1	1	22
64503	起飞	1	1	1	1
64504	还原剂	1	1	1	27
64505	焚烧	1	1	1	7
64506	电视台	1	1	1	2
64507	风马牛不相及	1	1	1	8
64508	松子	1	1	1	1
64509	信守	1	1	1	12
64510	高下	1	1	1	4
64511	水灶	1	1	1	1
64512	执法犯法	1	1	1	2
64513	色子	1	1	1	1
64514	望见	1	1	1	12
64515	和谈	1	1	1	1
64516	油然而生	1	1	1	13
64517	遥遥	1	1	1	25
64518	数目	1	1	1	8
64519	油桐	1	1	1	2
64520	市厅级	1	1	1	6
64521	响起	1	1	1	7
64522	墙皮	1	1	1	2
64523	宣传弹	1	1	1	19
64524	出口	2	3	3	61
64525	虎头虎脑	1	1	1	33
64526	艺专	1	1	1	73
64527	矜持	1	1	1	11
64528	流感	1	1	1	1
64529	霈	2	2	2	7
64530	管管	1	1	1	11
64531	慧眼	1	1	1	4
64532	无限制	1	1	1	17
64533	布什	1	1	1	26
64534	三角洲	1	1	1	3
64535	赋税	1	1	1	42
64536	和解	1	1	1	9
64537	文字	1	1	1	6
64538	电机	1	1	1	3
64539	支持	3	3	3	13
64540	药	1	2	2	7
64541	踢蹬	2	2	2	11
64542	革命化	1	1	1	142
64543	科委	1	1	1	39
64544	埋藏	1	1	1	3
64545	抄写	1	1	1	13
64546	挡住	2	2	2	41
64547	社交	1	1	1	8
64548	黑账	1	1	1	18
64549	火力圈	1	1	1	1
64550	帽子	2	2	2	9
64551	必要劳动	1	1	1	5
64552	博野县	1	1	1	571
64553	诸如	1	1	1	7
64554	长途车	1	1	1	101
64555	标记	2	3	3	14
64556	剐	2	2	2	2
64557	选矿	1	1	1	0
64558	农贸	1	1	1	0
64559	左半	1	1	1	6
64560	沆瀣	1	1	1	0
64561	子婿	1	1	1	9
64562	保险灯	1	1	1	1
64563	勾针	1	1	1	12
64564	履历表	1	1	1	23
64565	镗	1	1	1	6
64566	鸿鹄	1	1	1	3
64567	叨念	1	1	1	21
64568	青苔	1	1	1	4
64569	陕甘宁	1	1	1	42
64570	逆料	1	1	1	9
64571	相生相克	1	1	1	18
64572	电唱机	1	1	1	1
64573	留用	1	1	1	35
64574	荷花	1	1	1	5
64575	从化市	1	1	1	499
64576	责权利	1	1	1	74
64577	万福	1	1	1	3
64578	借款人	1	1	1	5
64579	倒闭	1	1	1	8
64580	油烟	1	1	1	11
64581	匮缺	1	1	1	17
64582	耍嘴皮子	1	1	1	14
64583	跑道	1	1	1	35
64584	特等奖	1	1	1	10
64585	蚶	1	1	1	3
64586	毁弃	1	1	1	27
64587	译电员	1	1	1	1
64588	宝库	1	1	1	6
64589	花榈木	1	1	1	0
64590	武夫	1	2	2	11
64591	藏刀	1	1	1	27
64592	盂县	1	1	1	571
64593	晚车	1	1	1	20
64594	耘田	1	1	1	2
64595	反咬一口	1	1	1	1
64596	千篇一律	1	1	1	32
64597	售房款	1	1	1	56
64598	惭	1	1	1	15
64599	叹息	1	1	1	9
64600	那边	1	1	1	1
64601	拉玛古猿	1	1	1	15
64602	蔚蓝	1	1	1	7
64603	考察	1	2	2	21
64604	社评	1	1	1	1
64605	套管	1	1	1	8
64606	宽舒	1	1	1	21
64607	减法	1	1	1	4
64608	赔款	2	2	2	57
64609	侨社	1	1	1	4
64610	交通壕	1	1	1	2
64611	端量	1	1	1	6
64612	间接选举	1	1	1	10
64613	赤脚	2	2	2	4
64614	貉绒	1	1	1	11
64615	沙沙	1	1	1	2
64616	锚缆	1	1	1	4
64617	泛滥成灾	2	2	2	49
64618	损耗	2	2	2	9
64619	奶瓶	1	1	1	13
64620	特派员	1	1	1	1
64621	陕北	1	1	1	42
64622	肆虐	1	1	1	2
64623	笔力	1	2	2	3
64624	民政部	1	1	1	80
64625	酒馆	1	1	1	19
64626	无以言状	1	1	1	4
64627	机电井	1	1	1	14
64628	第十三	1	1	1	10
64629	地税	1	1	1	42
64630	猜疑	1	1	1	19
64631	尽心尽意	1	1	1	16
64632	宣传册	1	1	1	17
64633	标志	3	3	3	11
64634	比画	1	1	1	5
64635	掏腰包	1	1	1	5
64636	加以	2	2	2	10
64637	井田制	1	1	1	25
64638	锻炼法	1	1	1	56
64639	遗少	1	1	1	3
64640	边缘性	1	1	1	179
64641	武侠片	1	1	1	35
64642	阿妹	1	1	1	5
64643	植棉	1	1	1	8
64644	扯平	1	1	1	32
64645	显而易见	1	1	1	62
64646	除名	1	1	1	3
64647	有愧	1	1	1	8
64648	词组	1	1	1	1
64649	讨乞	1	1	1	7
64650	葭	1	1	1	5
64651	刀豆	1	1	1	3
64652	钒	2	2	2	35
64653	梦寐	1	1	1	8
64654	军士长	1	1	1	14
64655	农会	1	1	1	76
64656	信息员	1	1	1	15
64657	婺绿	1	1	1	12
64658	腰部	1	1	1	8
64659	被害人	1	1	1	5
64660	牛毛雨	1	1	1	5
64661	戏法	1	1	1	2
64662	山妹	1	1	1	0
64663	英杰	1	1	1	15
64664	倾心	2	2	2	54
64665	为之一喜	1	1	1	57
64666	京戏	1	1	1	2
64667	淇	1	1	1	11
64668	感受	1	2	2	7
64669	商业局	1	1	1	2
64670	军装	1	1	1	9
64671	羚羊	1	1	1	3
64672	吃苦在前	1	1	1	6
64673	所以	1	1	1	13
64674	冲量	1	1	1	141
64675	旱冰场	1	1	1	86
64676	张皇失措	1	1	1	37
64677	岗子	1	1	1	10
64678	英姿	1	1	1	2
64679	星毛虫	1	1	1	1
64680	江南乡	1	1	1	5
64681	人格	1	1	1	8
64682	登记处	1	1	1	38
64683	日晒	1	1	1	2
64684	迭出	1	1	1	13
64685	鲲鹏	1	1	1	1
64686	大静脉	1	1	1	14
64687	庸碌	1	1	1	14
64688	贸工部	1	1	1	80
64689	招安	1	1	1	2
64690	吹牛	1	1	1	10
64691	面神经	1	1	1	22
64692	靠手	1	1	1	9
64693	喇叭	1	2	2	5
64694	民工	1	1	1	27
64695	噎	1	1	1	7
64696	基干	1	1	1	13
64697	绿杨村	1	1	1	183
64698	住宅业	1	1	1	149
64699	历史学者	1	1	1	0
64700	佛殿	1	1	1	2
64701	西裤	1	1	1	20
64702	社会关系	1	1	1	7
64703	痛楚	1	1	1	11
64704	先驱	1	1	1	7
64705	纲领	1	1	1	4
64706	劳不矜功	1	1	1	14
64707	资源性	1	1	1	179
64708	自遣	1	1	1	9
64709	本草	1	1	1	0
64710	洋行	1	1	1	27
64711	防护林	1	1	1	7
64712	店方	1	1	1	30
64713	职教社	1	1	1	3
64714	孬种	1	1	1	7
64715	并存	1	1	1	12
64716	磷矿	1	1	1	37
64717	餐巾	1	1	1	6
64718	销售员	1	1	1	81
64719	印经院	1	1	1	1
64720	鹅黄	1	1	1	4
64721	座谈会	1	1	1	118
64722	走读	1	1	1	0
64723	植物学	1	1	1	176
64724	路检	1	1	1	7
64725	权且	1	1	1	9
64726	独具特色	1	1	1	19
64727	稳定平衡	1	1	1	1
64728	全员	1	1	1	23
64729	赤峰	1	1	1	279
64730	舆	2	2	2	13
64731	软科学	1	1	1	176
64732	工办	1	1	1	4
64733	联系	1	1	1	9
64734	刺激	2	2	2	17
64735	缓一缓	1	1	1	5
64736	钢钎	1	1	1	145
64737	第三者	1	1	1	9
64738	停车位	1	1	1	24
64739	人机会话	1	1	1	2
64740	天极	2	2	2	2
64741	种畜	1	1	1	7
64742	书册	1	1	1	9
64743	俺	1	1	1	12
64744	班长	1	2	2	43
64745	行家	1	1	1	14
64746	固化	1	1	1	15
64747	编演	1	1	1	5
64748	图案色	1	1	1	1
64749	上家	1	1	1	5
64750	电子化	1	1	1	142
64751	拗口	1	1	1	9
64752	炎炎	1	1	1	22
64753	检点	2	2	2	27
64754	吊灯	1	1	1	58
64755	宝藏	2	2	2	8
64756	暮气	1	1	1	10
64757	宁都县	1	1	1	571
64758	搜寻	1	1	1	23
64759	将帅	1	1	1	14
64760	失信	1	1	1	8
64761	过滤器	1	1	1	145
64762	进气口	1	1	1	0
64763	攻心	1	1	1	0
64764	致癌物	1	1	1	27
64765	自耕农	1	1	1	1
64766	维妙维肖	1	1	1	9
64767	过眼云烟	1	1	1	10
64768	编队	1	1	1	3
64769	无家可归者	1	1	1	7
64770	特派	1	1	1	14
64771	训育	1	1	1	6
64772	独秀一枝	1	1	1	42
64773	音值	1	1	1	35
64774	纤弱	1	1	1	23
64775	核武库	1	1	1	37
64776	僻地	1	1	1	55
64777	斯洛文尼亚	1	1	1	120
64778	佝偻病	1	1	1	216
64779	照说	1	1	1	21
64780	西庄村	1	1	1	183
64781	趁便	1	1	1	9
64782	车钩	1	1	1	4
64783	征购粮	1	1	1	25
64784	深水港	1	1	1	20
64785	怪味	1	1	1	12
64786	用电户	1	1	1	9
64787	好好儿	2	2	2	20
64788	妖术	1	1	1	15
64789	函大	1	1	1	8
64790	燃点	2	2	2	10
64791	女中音	1	1	1	5
64792	发纵指示	1	1	1	0
64793	萨其马	1	1	1	17
64794	兴县	1	1	1	571
64795	鲜红	1	1	1	24
64796	云蒸霞蔚	2	2	2	52
64797	敛	2	2	2	21
64798	坨	1	1	1	5
64799	震区	1	1	1	171
64800	马戏	1	1	1	9
64801	高枕而卧	1	1	1	12
64802	提供	1	1	1	2
64803	小帽	1	1	1	1
64804	企鹅	1	1	1	0
64805	信贷资金	1	1	1	24
64806	金榜	1	1	1	4
64807	不可抗力	1	1	1	1
64808	孩提	1	1	1	12
64809	特别	2	2	4	92
64810	官瘾	1	1	1	2
64811	偏向	2	2	2	27
64812	投票	1	1	1	4
64813	遗精	1	1	1	1
64814	爱	2	2	3	44
64815	盖世太保	1	1	1	8
64816	思念	1	1	1	21
64817	望子成龙	1	1	1	24
64818	怪象	1	1	1	7
64819	飞檐走壁	1	1	1	0
64820	晃	2	2	2	26
64821	怒火	1	1	1	11
64822	熔炼	1	1	1	4
64823	钦佩	1	1	1	14
64824	歉年	1	1	1	3
64825	酸性岩	1	1	1	13
64826	一不小心	1	1	1	25
64827	划一	2	2	2	47
64828	管押	1	1	1	21
64829	人头费	1	1	1	136
64830	募集	1	1	1	18
64831	烧炭	1	1	1	3
64832	遮天盖地	1	1	1	44
64833	逐条	1	1	1	19
64834	塘边	1	1	1	7
64835	猛打	1	1	1	4
64836	剿除	2	2	2	9
64837	砉	1	1	1	2
64838	冬运	1	1	1	0
64839	物理变化	1	1	1	1
64840	因变数	1	1	1	109
64841	冒失	1	1	1	25
64842	防撬门	1	1	1	46
64843	您老	1	1	1	1
64844	露天矿	1	1	1	1
64845	软糖	1	1	1	15
64846	警棍	1	1	1	2
64847	急迫	1	1	1	24
64848	变脸	1	1	1	3
64849	懵	1	1	1	37
64850	心志	1	1	1	5
64851	宁国市	1	1	1	499
64852	柞绢	1	1	1	35
64853	古文字	1	1	1	2
64854	慷慨大方	1	1	1	13
64855	妙句	1	1	1	3
64856	千枚岩	1	1	1	15
64857	影星	1	1	1	5
64858	鼠目寸光	1	1	1	13
64859	乌蒙山	1	1	1	206
64860	黯然	1	1	1	23
64861	蜡人	1	1	1	3
64862	便携式	1	1	1	129
64863	下线	1	1	1	1
64864	劳而无功	1	1	1	18
64865	死脑筋	1	1	1	23
64866	立宪	1	1	1	1
64867	旅行	1	1	1	2
64868	检索	1	1	1	23
64869	并进	2	2	2	2
64870	笨口拙舌	1	1	1	19
64871	风声鹤唳	2	2	2	38
64872	珍闻	1	1	1	9
64873	首任	1	1	1	26
64874	兴办	1	1	1	10
64875	大包大揽	1	1	1	11
64876	保藏	1	1	1	12
64877	反复无常	1	1	1	10
64878	心力交瘁	1	2	2	37
64879	空哥	1	1	1	3
64880	昆虫	1	1	1	2
64881	唯利是图	1	1	1	24
64882	福州戏	1	1	1	1
64883	实事求是	1	1	1	21
64884	爬墙虎	1	1	1	1
64885	茶晶	1	1	1	1
64886	可行性	1	1	1	17
64887	方家见笑	1	1	1	20
64888	篇目	1	1	1	4
64889	善人	1	1	1	9
64890	中医	2	2	2	3
64891	水浮莲	1	1	1	0
64892	生理学家	1	1	1	114
64893	鳞片	1	1	1	3
64894	出版署	1	1	1	13
64895	震古烁今	1	1	1	26
64896	尝鲜	1	1	1	1
64897	强颜欢笑	1	1	1	2
64898	灰白	1	1	1	12
64899	省属	1	1	1	4
64900	煳	1	1	1	2
64901	石工	1	1	1	1
64902	封条	1	1	1	1
64903	变故	1	1	1	8
64904	希腊字母	1	1	1	3
64905	叶斑病	1	1	1	216
64906	富强	1	1	1	6
64907	戴罪立功	1	1	1	1
64908	灯塔市	1	1	1	499
64909	辙口	1	1	1	9
64910	凝集	1	1	1	7
64911	摸门儿	1	1	1	20
64912	目标	1	1	1	3
64913	替罪羊	1	1	1	4
64914	前提	1	1	1	2
64915	珐琅质	1	1	1	2
64916	美容	1	1	1	5
64917	刀叉	1	1	1	0
64918	元曲	1	1	1	9
64919	凶犯	1	1	1	4
64920	年长	1	1	1	19
64921	阵势	1	1	1	13
64922	签发	1	1	1	4
64923	含碳量	1	1	1	141
64924	太阳系	1	1	1	2
64925	删节	1	1	1	2
64926	学有所成	1	1	1	17
64927	鲁迅	1	2	2	11
64928	暗器	1	1	2	6
64929	蓬勃向上	1	1	1	52
64930	听信	2	2	2	4
64931	喳	1	1	1	2
64932	丁零	1	1	1	1
64933	奖牌	1	1	1	32
64934	名词	1	1	1	10
64935	聂	1	1	1	154
64936	半岛	1	1	1	10
64937	女娃	1	1	1	8
64938	成都市	2	2	2	299
64939	眼见得	1	1	1	62
64940	画稿	1	1	1	0
64941	理发匠	1	1	1	4
64942	褡裢	1	1	1	1
64943	超固态	1	1	1	26
64944	欧佩克	1	1	1	8
64945	懂事	1	1	1	4
64946	分组	1	1	1	2
64947	制作者	1	1	1	2
64948	菌落	1	1	1	1
64949	圆融	1	1	1	26
64950	显要	2	2	2	54
64951	停滞论	1	1	1	55
64952	宣武区	1	1	1	142
64953	攀缘	2	2	2	12
64954	贩	1	1	1	25
64955	集纳	1	1	1	28
64956	咬	2	2	4	38
64957	厦门	1	1	1	279
64958	童音	1	1	1	8
64959	蝎	1	1	1	1
64960	臣服	1	1	1	14
64961	耦耕	1	1	1	2
64962	谋生	1	1	1	6
64963	伤势	1	1	1	10
64964	赤杨	1	1	1	8
64965	杜鲁门	1	1	1	26
64966	虫媒花	1	1	1	15
64967	地勤	1	1	1	5
64968	苍	1	1	1	4
64969	兜抄	1	1	1	4
64970	治	1	3	3	22
64971	教育课	1	1	1	29
64972	水文站	1	1	1	1
64973	强手	1	1	1	3
64974	前卫	1	1	1	12
64975	外交部长	1	1	1	41
64976	游丝	1	1	1	12
64977	改日	1	1	1	4
64978	狼烟四起	1	1	1	28
64979	中短期	1	1	1	2
64980	报箱	1	1	1	39
64981	铜活	1	1	1	0
64982	行程	1	1	1	6
64983	浪漫	1	1	1	19
64984	救星	1	1	1	3
64985	归国	1	1	1	5
64986	啧啧称赞	1	1	1	38
64987	暴行	1	1	1	3
64988	信誓旦旦	1	1	1	21
64989	付诸实践	1	1	1	9
64990	山岳	1	1	1	6
64991	纲常	1	1	1	1
64992	毛白杨	1	1	1	2
64993	八面风	1	1	1	9
64994	邪门儿	1	1	1	22
64995	亮堂堂	1	1	1	50
64996	对照	1	1	1	9
64997	动能	1	1	1	22
64998	种鸽	1	1	1	4
64999	奉献	1	1	1	5
65000	更为	1	1	1	23
65001	人造板	1	1	1	15
65002	欢聚	1	1	1	15
65003	验票	1	1	1	1
65004	议价粮	1	1	1	25
65005	过敏	1	1	1	216
65006	大鹿岛村	1	1	1	5
65007	经营户	1	1	1	6
65008	供应商	1	1	1	39
