index	Char	Pinyin	Bujian
0	娭	ā	4
1	扺	ā	3
2	啊	ā	5
3	阿	ā	4
4	埃	āi	4
5	挨	āi	4
6	哎	āi	3
7	唉	āi	4
8	哀	āi	4
9	皑	ái	4
10	癌	ái	6
11	蔼	ǎi	5
12	矮	ǎi	4
13	艾	ài	1
14	碍	ài	5
15	爱	ài	4
16	隘	ài	5
17	鞍	ān	4
18	氨	ān	4
19	安	ān	3
20	俺	ǎn	4
21	按	àn	4
22	暗	àn	3
23	岸	àn	4
24	胺	àn	4
25	案	àn	4
26	肮	āng	4
27	昂	áng	4
28	盎	àng	3
29	凹	āo	1
30	敖	áo	3
31	熬	āo	4
32	翱	áo	5
33	袄	ǎo	3
34	傲	ào	4
35	奥	ào	4
36	懊	ào	5
37	澳	ào	5
38	芭	bā	3
39	捌	bā	5
40	扒	bā	3
41	叭	bā	3
42	吧	bɑ	3
43	笆	bā	3
44	八	bā	1
45	疤	bā	3
46	巴	bā	1
47	拔	bá	3
48	跋	bá	3
49	靶	bǎ	3
50	把	bǎ	3
51	耙	bà	3
52	坝	bà	3
53	霸	bà	4
54	罢	bà	3
55	爸	bà	3
56	白	bái	1
57	柏	bǎi	3
58	百	bǎi	3
59	摆	bǎi	4
60	佰	bǎi	3
61	败	bài	3
62	拜	bài	3
63	稗	bài	3
64	斑	bān	4
65	班	bān	4
66	搬	bān	4
67	扳	bān	4
68	般	bān	3
69	颁	bān	4
70	板	bǎn	4
71	版	bǎn	4
72	扮	bàn	4
73	拌	bàn	3
74	伴	bàn	3
75	瓣	bàn	4
76	半	bàn	1
77	办	bàn	1
78	绊	bàn	3
79	邦	bāng	3
80	帮	bāng	4
81	梆	bāng	4
82	榜	bǎng	3
83	膀	bǎng	3
84	绑	bǎng	4
85	棒	bàng	4
86	磅	bàng	3
87	蚌	bàng	3
88	镑	bàng	3
89	傍	bàng	3
90	谤	bàng	3
91	苞	bāo	4
92	胞	bāo	4
93	包	bāo	3
94	褒	bāo	6
95	剥	bāo	4
96	薄	báo	5
97	雹	báo	4
98	保	bǎo	4
99	堡	bǎo	5
100	饱	bǎo	4
101	宝	bǎo	3
102	抱	bào	4
103	报	bào	3
104	暴	bào	5
105	豹	bào	3
106	鲍	bào	4
107	爆	bào	6
108	杯	bēi	3
109	碑	bēi	3
110	悲	bēi	3
111	卑	bēi	2
112	北	běi	2
113	辈	bèi	3
114	背	bēi	3
115	贝	bèi	1
116	钡	bèi	3
117	倍	bèi	4
118	狈	bèi	3
119	备	bèi	3
120	惫	bèi	4
121	焙	bèi	4
122	被	bèi	3
123	奔	bēn	4
124	苯	běn	3
125	本	běn	3
126	笨	bèn	3
127	崩	bēng	4
128	绷	bēng	4
129	甭	béng	3
130	泵	bèng	3
131	蹦	bèng	5
132	迸	bèng	4
133	逼	bī	6
134	鼻	bí	4
135	比	bǐ	2
136	鄙	bǐ	7
137	笔	bǐ	3
138	彼	bǐ	3
139	碧	bì	4
140	蓖	bì	6
141	蔽	bì	4
142	毕	bì	3
143	毙	bì	5
144	毖	bì	3
145	币	bì	3
146	庇	bì	3
147	痹	bì	4
148	闭	bì	3
149	敝	bì	3
150	弊	bì	4
151	必	bì	1
152	辟	bì	4
153	壁	bì	5
154	臂	bì	5
155	避	bì	6
156	陛	bì	4
157	鞭	biān	4
158	边	biān	3
159	编	biān	2
160	贬	biǎn	3
161	扁	biǎn	1
162	便	biàn	3
163	变	biàn	3
164	卞	biàn	2
165	辨	biàn	4
166	辩	biàn	4
167	辫	biàn	4
168	遍	biàn	3
169	标	biāo	3
170	彪	biāo	3
171	膘	biāo	4
172	表	biǎo	3
173	鳖	biē	4
174	憋	biē	4
175	别	bié	4
176	瘪	biě	5
177	彬	bīn	4
178	斌	bīn	4
179	濒	bīn	4
180	滨	bīn	5
181	宾	bīn	4
182	摈	bìn	5
183	兵	bīng	3
184	冰	bīng	3
185	柄	bǐng	3
186	丙	bǐng	3
187	秉	bǐng	4
188	饼	bǐng	3
189	炳	bǐng	3
190	病	bìng	3
191	并	bìng	2
192	玻	bō	3
193	菠	bō	4
194	播	bō	4
195	拨	bō	3
196	钵	bō	3
197	波	bō	3
198	博	bó	4
199	勃	bó	5
200	搏	bó	4
201	铂	bó	3
202	箔	bó	4
203	伯	bó	3
204	帛	bó	3
205	舶	bó	3
206	脖	bó	5
207	膊	bó	4
208	渤	bó	6
209	泊	bó	3
210	驳	bó	4
211	捕	bǔ	3
212	卜	bo	1
213	哺	bǔ	3
214	补	bǔ	3
215	埠	bù	4
216	不	bù	1
217	布	bù	3
218	步	bù	1
219	簿	bù	5
220	部	bù	4
221	怖	bù	4
222	擦	cā	5
223	猜	cāi	3
224	裁	cái	3
225	材	cái	3
226	才	cái	1
227	财	cái	3
228	睬	cǎi	4
229	踩	cǎi	4
230	采	cǎi	3
231	彩	cǎi	4
232	菜	cài	4
233	蔡	cài	4
234	餐	cān	5
235	参	cān	4
236	蚕	cán	3
237	残	cán	3
238	惭	cán	4
239	惨	cǎn	5
240	灿	càn	3
241	苍	cāng	4
242	舱	cāng	4
243	仓	cāng	3
244	沧	cāng	4
245	藏	cáng	4
246	操	cāo	6
247	糙	cāo	6
248	槽	cáo	4
249	曹	cáo	3
250	草	cǎo	4
251	厕	cè	4
252	策	cè	3
253	侧	cè	4
254	册	cè	1
255	测	cè	4
256	层	céng	4
257	蹭	cèng	7
258	插	chā	4
259	叉	chā	1
260	茬	chá	4
261	茶	chá	4
262	查	chá	4
263	碴	chā	5
264	搽	chá	5
265	察	chá	4
266	岔	chà	4
267	差	chā	3
268	诧	chà	4
269	拆	chāi	3
270	柴	chái	4
271	豺	chái	3
272	搀	chān	4
273	掺	chān	5
274	蝉	chán	4
275	馋	chán	4
276	谗	chán	4
277	缠	chán	4
278	铲	chǎn	3
279	产	chǎn	1
280	阐	chǎn	4
281	颤	chàn	8
282	昌	chāng	3
283	猖	chāng	4
284	场	chǎng	3
285	尝	cháng	4
286	常	cháng	4
287	长	cháng	1
288	偿	cháng	5
289	肠	cháng	3
290	厂	chǎng	1
291	敞	chǎng	5
292	畅	chàng	3
293	唱	chàng	4
294	倡	chàng	4
295	超	chāo	4
296	抄	chāo	3
297	钞	chāo	3
298	朝	cháo	3
299	嘲	cháo	4
300	潮	cháo	4
301	巢	cháo	3
302	吵	chǎo	3
303	炒	chǎo	3
304	车	chē	1
305	扯	chě	3
306	撤	chè	5
307	掣	chè	4
308	彻	chè	4
309	澈	chè	5
310	郴	chēn	4
311	臣	chén	1
312	辰	chén	1
313	尘	chén	3
314	晨	chén	3
315	忱	chén	4
316	沉	chén	4
317	陈	chén	3
318	趁	chèn	4
319	衬	chèn	3
320	撑	chēng	5
321	称	chèn	4
322	城	chéng	3
323	橙	chéng	4
324	成	chéng	1
325	呈	chéng	3
326	乘	chéng	4
327	程	chéng	4
328	惩	chéng	4
329	澄	chéng	4
330	诚	chéng	3
331	承	chéng	1
332	逞	chěng	5
333	骋	chěng	4
334	秤	chēng	3
335	吃	chī	4
336	痴	chī	4
337	持	chí	4
338	匙	chí	3
339	池	chí	3
340	迟	chí	3
341	弛	chí	3
342	驰	chí	3
343	耻	chǐ	3
344	齿	chǐ	4
345	侈	chǐ	4
346	尺	chǐ	1
347	赤	chì	1
348	翅	chì	3
349	斥	chì	1
350	炽	chì	4
351	充	chōng	3
352	冲	chōng	3
353	虫	chóng	1
354	崇	chóng	4
355	宠	chǒng	3
356	抽	chōu	3
357	酬	chóu	3
358	畴	chóu	3
359	踌	chóu	4
360	稠	chóu	5
361	愁	chóu	4
362	筹	chóu	4
363	仇	chóu	3
364	绸	chóu	5
365	瞅	chǒu	4
366	丑	chǒu	1
367	臭	chòu	3
368	初	chū	3
369	出	chū	3
370	橱	chú	5
371	厨	chú	4
372	躇	chú	5
373	锄	chú	4
374	雏	chú	4
375	滁	chú	5
376	除	chú	4
377	楚	chǔ	4
378	础	chǔ	4
379	储	chǔ	5
380	矗	chù	7
381	搐	chù	4
382	触	chù	3
383	处	chǔ	3
384	揣	chuāi	4
385	川	chuān	1
386	穿	chuān	3
387	椽	chuán	3
388	传	chuán	3
389	船	chuán	4
390	喘	chuǎn	4
391	串	chuàn	1
392	疮	chuāng	4
393	窗	chuāng	5
394	幢	zhuàng	4
395	床	chuáng	3
396	闯	chuǎng	3
397	创	chuàng	4
398	吹	chuī	3
399	炊	chuī	3
400	捶	chuí	3
401	锤	chuí	3
402	垂	chuí	1
403	春	chūn	3
404	椿	chūn	4
405	醇	chún	5
406	唇	chún	3
407	淳	chún	5
408	纯	chún	3
409	蠢	chǔn	5
410	戳	chuō	4
411	绰	chāo	5
412	疵	cī	4
413	茨	cí	4
414	磁	cí	5
415	雌	cí	4
416	辞	cí	3
417	慈	cí	5
418	瓷	cí	4
419	词	cí	3
420	此	cǐ	3
421	刺	cì	3
422	赐	cì	4
423	次	cì	3
424	聪	cōng	5
425	葱	cōng	4
426	囱	cōng	4
427	匆	cōng	1
428	从	cóng	3
429	丛	cóng	4
430	凑	còu	4
431	粗	cū	3
432	醋	cù	4
433	簇	cù	5
434	促	cù	3
435	蹿	cuān	4
436	篡	cuàn	5
437	窜	cuàn	3
438	摧	cuī	4
439	崔	cuī	3
440	催	cuī	4
441	脆	cuì	5
442	瘁	cuì	6
443	粹	cuì	6
444	淬	cuì	6
445	翠	cuì	6
446	村	cūn	3
447	存	cún	3
448	寸	cùn	1
449	磋	cuō	4
450	撮	cuō	5
451	搓	cuō	4
452	措	cuò	4
453	挫	cuò	5
454	错	cuò	4
455	搭	dā	6
456	达	dá	3
457	答	dá	5
458	瘩	dá	6
459	打	dá	3
460	大	dà	1
461	呆	dāi	3
462	歹	dǎi	1
463	傣	dǎi	4
464	戴	dài	5
465	带	dài	4
466	殆	dài	4
467	代	dài	3
468	贷	dài	4
469	袋	dài	4
470	待	dāi	4
471	逮	dǎi	3
472	怠	dài	4
473	耽	dān	3
474	担	dān	4
475	丹	dān	1
476	单	dān	3
477	郸	dān	4
478	掸	dǎn	4
479	胆	dǎn	4
480	旦	dàn	3
481	氮	dàn	4
482	但	dàn	4
483	惮	dàn	4
484	淡	dàn	4
485	诞	dàn	4
486	弹	dàn	4
487	蛋	dàn	3
488	当	dāng	3
489	挡	dǎng	4
490	党	dǎng	4
491	荡	dàng	4
492	档	dàng	4
493	刀	dāo	1
494	捣	dǎo	4
495	蹈	dǎo	4
496	倒	dǎo	4
497	岛	dǎo	3
498	祷	dǎo	4
499	导	dǎo	3
500	到	dào	3
501	稻	dào	4
502	悼	dào	5
503	道	dào	3
504	盗	dào	4
505	德	dé	6
506	得	dé	5
507	的	de	3
508	蹬	dēng	4
509	灯	dēng	3
510	登	dēng	3
511	等	děng	4
512	瞪	dèng	4
513	凳	dèng	4
514	邓	dèng	3
515	堤	dī	3
516	低	dī	3
517	滴	dī	5
518	迪	dí	3
519	敌	dí	3
520	笛	dí	3
521	狄	dí	3
522	涤	dí	4
523	翟	zhái	3
524	嫡	dí	5
525	抵	dǐ	3
526	底	de	3
527	地	dì	3
528	蒂	dì	4
529	第	dì	4
530	帝	dì	3
531	弟	dì	3
532	递	dì	5
533	缔	dì	4
534	颠	diān	5
535	掂	diān	5
536	滇	diān	5
537	碘	diǎn	4
538	点	diǎn	4
539	典	diǎn	3
540	靛	diàn	4
541	垫	diàn	4
542	电	diàn	1
543	佃	diàn	3
544	甸	diàn	3
545	店	diàn	4
546	惦	diàn	4
547	奠	diàn	4
548	淀	diàn	4
549	殿	diàn	5
550	碉	diāo	5
551	叼	diāo	3
552	雕	diāo	5
553	凋	diāo	5
554	刁	diāo	1
555	掉	diào	5
556	吊	diào	3
557	钓	diào	3
558	调	diào	5
559	跌	diē	3
560	爹	diē	4
561	碟	dié	4
562	蝶	dié	4
563	迭	dié	3
564	谍	dié	4
565	叠	dié	6
566	丁	dīng	1
567	盯	dīng	3
568	叮	dīng	3
569	钉	dīng	3
570	顶	dǐng	3
571	鼎	dǐng	3
572	锭	dìng	4
573	定	dìng	3
574	订	dìng	3
575	丢	diū	3
576	东	dōng	1
577	冬	dōng	3
578	董	dǒng	3
579	懂	dǒng	4
580	动	dòng	4
581	栋	dòng	3
582	侗	dòng	5
583	恫	dòng	5
584	冻	dòng	3
585	洞	dòng	5
586	兜	dōu	5
587	抖	dǒu	3
588	斗	dǒu	1
589	陡	dǒu	3
590	豆	dòu	4
591	逗	dòu	3
592	痘	dòu	3
593	都	dōu	4
594	督	dū	5
595	毒	dú	3
596	犊	dú	3
597	独	dú	3
598	读	dú	4
599	堵	dǔ	4
600	睹	dǔ	4
601	赌	dǔ	4
602	杜	dù	3
603	镀	dù	5
604	肚	dǔ	3
605	度	dù	4
606	渡	dù	5
607	妒	dù	3
608	端	duān	4
609	短	duǎn	3
610	锻	duàn	4
611	段	duàn	3
612	断	duàn	3
613	缎	duàn	4
614	堆	duī	3
615	兑	dùi	4
616	队	dùi	3
617	对	dùi	3
618	墩	dūn	6
619	吨	dūn	3
620	蹲	dūn	5
621	敦	dūn	5
622	顿	dùn	3
623	囤	dùn	4
624	钝	dùn	3
625	盾	dùn	4
626	遁	dùn	6
627	掇	duō	6
628	哆	chī	4
629	多	duō	3
630	夺	duó	3
631	垛	duǒ	4
632	躲	duǒ	4
633	朵	duǒ	3
634	跺	duò	4
635	舵	duò	4
636	剁	duò	4
637	惰	duò	5
638	堕	duò	3
639	蛾	é	3
640	峨	é	3
641	鹅	é	3
642	俄	é	3
643	额	é	5
644	讹	é	4
645	娥	é	3
646	恶	ě	3
647	厄	è	3
648	扼	è	4
649	遏	è	5
650	鄂	è	6
651	饿	è	3
652	恩	ēn	5
653	而	ér	1
654	儿	ér	1
655	耳	ěr	1
656	尔	ěr	3
657	饵	ěr	3
658	洱	ěr	3
659	二	èr	3
660	贰	èr	5
661	发	fā	1
662	罚	fá	4
663	筏	fá	4
664	伐	fá	3
665	乏	fá	3
666	阀	fá	4
667	法	fǎ	3
668	珐	fà	3
669	藩	fān	5
670	帆	fān	3
671	番	fān	3
672	翻	fān	4
673	樊	fán	6
674	矾	fán	3
675	钒	fán	3
676	繁	fán	5
677	凡	fán	1
678	烦	fán	3
679	反	fǎn	3
680	返	fǎn	5
681	范	fàn	4
682	贩	fàn	4
683	犯	fàn	3
684	饭	fàn	4
685	泛	fàn	3
686	坊	fāng	3
687	芳	fāng	3
688	方	fāng	3
689	肪	fáng	3
690	房	fáng	3
691	防	fáng	3
692	妨	fáng	3
693	仿	fǎng	3
694	访	fǎng	3
695	纺	fǎng	3
696	放	fàng	3
697	菲	fēi	3
698	非	fēi	1
699	啡	fēi	3
700	飞	fēi	1
701	肥	féi	3
702	匪	fěi	3
703	诽	fěi	3
704	吠	fèi	3
705	肺	fèi	3
706	废	fèi	3
707	沸	fèi	3
708	费	fèi	3
709	芬	fēn	4
710	酚	fēn	4
711	吩	fēn	4
712	氛	fēn	4
713	分	fēn	3
714	纷	fēn	4
715	坟	fén	3
716	焚	fén	4
717	汾	fén	4
718	粉	fěn	4
719	奋	fèn	3
720	份	fèn	4
721	忿	fèn	4
722	愤	fèn	5
723	粪	fèn	4
724	丰	fēng	1
725	封	fēng	4
726	枫	fēng	3
727	蜂	fēng	4
728	峰	fēng	4
729	锋	fēng	4
730	风	fēng	3
731	疯	fēng	3
732	烽	fēng	4
733	逢	féng	5
734	冯	féng	3
735	缝	féng	6
736	讽	fěng	3
737	奉	fèng	3
738	凤	fèng	3
739	佛	fó	3
740	否	fǒu	3
741	夫	fū	1
742	敷	fū	4
743	肤	fū	3
744	孵	fū	4
745	扶	fú	3
746	拂	fú	3
747	辐	fú	5
748	幅	fú	5
749	氟	fú	3
750	符	fú	4
751	伏	fú	3
752	俘	fú	4
753	服	fú	3
754	浮	fú	4
755	涪	fú	4
756	福	fú	5
757	袱	fú	4
758	弗	fú	1
759	甫	fǔ	1
760	抚	fǔ	3
761	辅	fǔ	3
762	俯	fǔ	5
763	釜	fǔ	3
764	斧	fǔ	3
765	脯	fǔ	3
766	腑	fǔ	5
767	府	fǔ	4
768	腐	fǔ	5
769	赴	fù	3
770	副	fù	5
771	覆	fù	6
772	赋	fù	4
773	复	fù	4
774	傅	fù	4
775	付	fù	3
776	阜	fù	3
777	父	fù	3
778	腹	fù	5
779	负	fù	3
780	富	fù	5
781	讣	fù	3
782	附	fù	4
783	妇	fù	3
784	缚	fù	4
785	咐	fù	4
786	噶	gá	5
787	嘎	gā	4
788	该	gāi	3
789	改	gǎi	3
790	概	gài	4
791	钙	gài	3
792	盖	gài	3
793	溉	gài	4
794	干	gān	1
795	甘	gān	1
796	杆	gān	3
797	柑	gān	3
798	竿	gān	3
799	肝	gān	3
800	赶	gǎn	3
801	感	gǎn	5
802	秆	gǎn	3
803	敢	gǎn	3
804	赣	gàn	6
805	冈	gāng	3
806	刚	gāng	4
807	钢	gāng	4
808	缸	gāng	3
809	肛	gāng	3
810	纲	gāng	4
811	岗	gǎng	4
812	港	gǎng	5
813	杠	gàng	3
814	篙	gāo	3
815	皋	gāo	4
816	高	gāo	5
817	膏	gāo	6
818	羔	gāo	3
819	糕	gāo	4
820	搞	gǎo	3
821	镐	gǎo	3
822	稿	gǎo	3
823	告	gào	3
824	哥	gē	5
825	歌	gē	6
826	搁	gē	5
827	戈	gē	1
828	鸽	gē	5
829	胳	gē	4
830	疙	gē	4
831	割	gē	5
832	革	gé	4
833	葛	gé	4
834	格	gé	4
835	蛤	gé	5
836	阁	gé	4
837	隔	gé	3
838	铬	gè	4
839	个	gè	1
840	各	gè	3
841	给	gěi	5
842	根	gēn	3
843	跟	gēn	3
844	耕	gēng	3
845	更	gèng	1
846	庚	gēng	3
847	羹	gēng	5
848	箓		4
849	埂	gěng	3
850	耿	gěng	3
851	梗	gěng	3
852	工	gōng	1
853	攻	gōng	3
854	功	gōng	3
855	恭	gōng	4
856	龚	gōng	4
857	供	gōng	4
858	躬	gōng	3
859	公	gōng	3
860	宫	gōng	4
861	弓	gōng	2
862	巩	gǒng	3
863	汞	gǒng	3
864	拱	gǒng	4
865	贡	gòng	3
866	共	gòng	3
867	钩	gōu	4
868	勾	gōu	3
869	沟	gōu	4
870	苟	gǒu	4
871	狗	gǒu	4
872	垢	gòu	5
873	构	gòu	4
874	购	gòu	4
875	够	gòu	5
876	辜	gū	4
877	菇	gū	5
878	咕	gū	4
879	箍	gū	5
880	估	gū	4
881	沽	gū	4
882	孤	gū	3
883	姑	gū	4
884	鼓	gǔ	4
885	古	gǔ	3
886	蛊	gǔ	3
887	骨	gǔ	3
888	谷	gǔ	4
889	股	gǔ	3
890	故	gù	4
891	顾	gù	4
892	固	gù	5
893	雇	gù	3
894	刮	guā	3
895	瓜	guā	1
896	剐	guǎ	4
897	寡	guǎ	5
898	挂	guà	4
899	褂	guà	5
900	乖	guāi	4
901	拐	guǎi	4
902	怪	guài	4
903	棺	guān	4
904	关	guān	3
905	官	guān	3
906	冠	guān	5
907	观	guān	3
908	管	guǎn	4
909	馆	guǎn	4
910	罐	guàn	6
911	惯	guàn	4
912	灌	guàn	6
913	贯	guàn	3
914	光	guāng	3
915	广	guǎng	1
916	逛	guàng	5
917	瑰	guī	3
918	规	guī	3
919	圭	guī	3
920	硅	guī	4
921	归	guī	3
922	龟	guī	1
923	闺	guī	4
924	轨	guǐ	3
925	鬼	guǐ	3
926	诡	guǐ	5
927	癸	guǐ	3
928	桂	guì	4
929	柜	guì	3
930	跪	guì	5
931	贵	guì	3
932	刽	guì	5
933	辊	gǔn	4
934	滚	gǔn	6
935	棍	gùn	4
936	锅	guō	4
937	郭	guō	5
938	国	guó	4
939	果	guǒ	3
940	裹	guǒ	4
941	过	guò	3
942	哈	hā	5
943	骸	hái	3
944	孩	hái	3
945	海	hǎi	4
946	氦	hài	3
947	亥	hài	1
948	害	hài	4
949	骇	hài	3
950	酣	hān	3
951	憨	hān	4
952	邯	hán	3
953	韩	hán	3
954	含	hán	3
955	涵	hán	4
956	寒	hán	5
957	函	hán	3
958	喊	hǎn	5
959	罕	hǎn	4
960	翰	hàn	4
961	撼	hàn	6
962	捍	hàn	4
963	旱	hàn	3
964	憾	hàn	6
965	悍	hàn	4
966	焊	hàn	4
967	汗	hàn	3
968	汉	hàn	3
969	夯	hāng	3
970	杭	háng	4
971	航	háng	4
972	壕	háo	6
973	嚎	háo	6
974	豪	háo	5
975	毫	háo	5
976	郝	hǎo	3
977	好	hǎo	3
978	耗	hào	3
979	号	hào	3
980	浩	hào	4
981	呵	hē	4
982	喝	hē	4
983	荷	hé	5
984	菏	hé	5
985	核	hé	3
986	禾	hé	3
987	和	hé	3
988	何	hé	4
989	合	hé	4
990	盒	hé	5
991	貉	háo	4
992	阂	hé	3
993	河	hé	4
994	涸	hé	6
995	赫	hè	3
996	褐	hè	4
997	鹤	hè	3
998	贺	hè	4
999	嘿	hēi	3
1000	黑	hēi	3
1001	痕	hén	3
1002	很	hěn	3
1003	狠	hěn	3
1004	恨	hèn	3
1005	哼	hēng	5
1006	亨	hēng	4
1007	横	héng	3
1008	衡	héng	7
1009	恒	héng	5
1010	轰	hōng	4
1011	哄	hōng	4
1012	烘	hōng	4
1013	虹	hóng	3
1014	鸿	hóng	4
1015	洪	hóng	4
1016	宏	hóng	4
1017	弘	hóng	3
1018	红	hóng	3
1019	喉	hóu	5
1020	侯	hóu	4
1021	猴	hóu	5
1022	吼	hǒu	4
1023	厚	hòu	4
1024	候	hòu	4
1025	后	hòu	4
1026	呼	hū	3
1027	乎	hū	1
1028	忽	hū	3
1029	瑚	hú	5
1030	壶	hú	4
1031	葫	hú	5
1032	胡	hú	4
1033	蝴	hú	5
1034	狐	hú	3
1035	糊	hū	5
1036	湖	hú	5
1037	弧	hú	3
1038	虎	hǔ	3
1039	唬	hǔ	3
1040	护	hù	3
1041	互	hù	3
1042	沪	hù	3
1043	户	hù	3
1044	花	huā	4
1045	哗	huā	5
1046	华	huá	4
1047	猾	huá	3
1048	滑	huá	3
1049	画	huà	4
1050	划	huá	3
1051	化	huā	3
1052	话	huà	3
1053	槐	huái	3
1054	徊	huái	5
1055	怀	huái	3
1056	淮	huái	3
1057	坏	huài	3
1058	欢	huān	3
1059	环	huán	3
1060	桓	huán	5
1061	还	hái	3
1062	缓	huǎn	4
1063	换	huàn	3
1064	患	huàn	3
1065	唤	huàn	3
1066	痪	huàn	3
1067	豢	huàn	3
1068	焕	huàn	3
1069	涣	huàn	3
1070	宦	huàn	3
1071	幻	huàn	3
1072	荒	huāng	4
1073	慌	huāng	5
1074	黄	huáng	4
1075	磺	huáng	3
1076	蝗	huáng	4
1077	簧	huáng	3
1078	皇	huáng	3
1079	凰	huáng	4
1080	惶	huáng	4
1081	煌	huáng	4
1082	晃	huǎng	3
1083	幌	huǎng	4
1084	恍	huǎng	3
1085	谎	huǎng	5
1086	灰	huī	3
1087	挥	huī	4
1088	辉	huī	4
1089	徽	huī	6
1090	恢	huī	4
1091	蛔	huí	5
1092	回	huí	4
1093	毁	huǐ	4
1094	悔	huǐ	4
1095	慧	hùi	5
1096	卉	hùi	3
1097	惠	hùi	3
1098	晦	hùi	4
1099	贿	hùi	2
1100	秽	hùi	4
1101	会	hùi	4
1102	烩	hùi	5
1103	汇	hùi	3
1104	讳	hùi	3
1105	诲	hùi	4
1106	绘	hùi	5
1107	荤	hūn	4
1108	昏	hūn	3
1109	婚	hūn	4
1110	魂	hún	4
1111	浑	hún	4
1112	混	hún	4
1113	豁	huá	5
1114	活	huó	3
1115	伙	huǒ	3
1116	火	huǒ	1
1117	获	huò	4
1118	或	huò	4
1119	惑	huò	5
1120	霍	huò	3
1121	货	huò	4
1122	祸	huò	4
1123	击	jī	3
1124	圾	jī	3
1125	基	jī	4
1126	机	jī	3
1127	畸	jī	5
1128	稽	jī	5
1129	积	jī	4
1130	箕	jī	4
1131	肌	jī	3
1132	饥	jī	3
1133	迹	jì	3
1134	激	jī	5
1135	讥	jī	3
1136	鸡	jī	3
1137	姬	jī	3
1138	绩	jì	4
1139	缉	jī	4
1140	吉	jí	3
1141	极	jí	3
1142	棘	jí	3
1143	辑	jí	4
1144	籍	jí	5
1145	集	jí	3
1146	及	jí	1
1147	急	jí	4
1148	疾	jí	3
1149	汲	jí	3
1150	即	jí	3
1151	嫉	jí	4
1152	级	jí	3
1153	挤	jǐ	3
1154	几	jǐ	1
1155	脊	jǐ	3
1156	己	jǐ	1
1157	蓟	jì	4
1158	技	jì	3
1159	冀	jì	5
1160	季	jì	3
1161	伎	jì	3
1162	祭	jì	3
1163	剂	jì	3
1164	悸	jì	4
1165	济	jì	3
1166	寄	jì	5
1167	寂	jì	5
1168	计	jì	3
1169	记	jì	3
1170	既	jì	3
1171	忌	jì	3
1172	际	jì	3
1173	妓	jì	3
1174	继	jì	3
1175	纪	jǐ	3
1176	嘉	jiā	5
1177	枷	jiā	4
1178	夹	jiā	2
1179	佳	jiā	4
1180	家	jiā	3
1181	加	jiā	3
1182	荚	jiá	3
1183	颊	jiá	3
1184	贾	jiǎ	3
1185	甲	jiǎ	1
1186	钾	jiǎ	3
1187	假	jiǎ	5
1188	稼	jià	4
1189	价	jià	4
1190	架	jià	4
1191	驾	jià	4
1192	嫁	jià	4
1193	歼	jiān	3
1194	监	jiān	4
1195	坚	jiān	4
1196	尖	jiān	3
1197	笺	jiān	3
1198	间	jiān	3
1199	煎	jiān	5
1200	兼	jiān	1
1201	肩	jiān	3
1202	艰	jiān	3
1203	奸	jiān	3
1204	缄	jiān	5
1205	茧	jiǎn	3
1206	检	jiǎn	4
1207	柬	jiǎn	1
1208	碱	jiǎn	5
1209	硷	jiǎn	4
1210	拣	jiǎn	3
1211	捡	jiǎn	4
1212	简	jiǎn	4
1213	俭	jiǎn	4
1214	剪	jiǎn	5
1215	减	jiǎn	5
1216	荐	jiàn	4
1217	槛	jiàn	5
1218	鉴	jiàn	4
1219	践	jiàn	3
1220	贱	jiàn	3
1221	见	jiàn	1
1222	键	jiàn	4
1223	箭	jiàn	5
1224	件	jiàn	3
1225	健	jiàn	4
1226	舰	jiàn	3
1227	剑	jiàn	4
1228	饯	jiàn	3
1229	渐	jiān	4
1230	溅	jiàn	4
1231	涧	jiàn	4
1232	建	jiàn	3
1233	僵	jiāng	7
1234	姜	jiāng	3
1235	将	jiāng	4
1236	浆	jiāng	4
1237	江	jiāng	3
1238	疆	jiāng	8
1239	蒋	jiǎng	5
1240	桨	jiǎng	4
1241	奖	jiǎng	4
1242	讲	jiǎng	3
1243	匠	jiàng	3
1244	酱	jiàng	4
1245	降	jiàng	4
1246	蕉	jiāo	4
1247	椒	jiāo	5
1248	礁	jiāo	4
1249	焦	jiāo	3
1250	胶	jiāo	4
1251	交	jiāo	3
1252	郊	jiāo	4
1253	浇	jiāo	4
1254	骄	jiāo	4
1255	娇	jiāo	4
1256	嚼	jiáo	6
1257	搅	jiǎo	5
1258	铰	jiǎo	4
1259	矫	jiǎo	4
1260	侥	jiǎo	4
1261	脚	jiǎo	4
1262	狡	jiǎo	4
1263	角	jiǎo	3
1264	饺	jiǎo	4
1265	缴	jiǎo	5
1266	绞	jiǎo	4
1267	剿	chāo	4
1268	教	jiāo	4
1269	酵	jiào	4
1270	轿	jiào	4
1271	较	jiào	4
1272	叫	jiào	3
1273	窖	jiào	4
1274	揭	jiē	4
1275	接	jiē	4
1276	皆	jiē	3
1277	秸	jiē	4
1278	街	jiē	6
1279	阶	jiē	4
1280	截	jíe	3
1281	劫	jíe	3
1282	节	jíe	3
1283	桔	jíe	4
1284	杰	jíe	3
1285	捷	jíe	3
1286	睫	jíe	3
1287	竭	jíe	4
1288	洁	jíe	4
1289	结	jiē	4
1290	解	jiě	4
1291	姐	jiě	3
1292	戒	jiè	3
1293	藉	jí	5
1294	芥	gài	4
1295	界	jiè	4
1296	借	jiè	4
