word	index	level
注意	b#注意小心	1.0
留心	b#注意小心	2.0
关注	b#注意小心	3.0
介意	b#注意小心	3.0
留神	b#注意小心	3.0
留意	b#注意小心	3.0
在意	b#注意小心	3.0
小心	b#注意小心	1.0
当心	b#注意小心	2.0
警觉	b#注意小心	3.0
警醒	b#注意小心	3.0
警钟长鸣	b#注意小心	3.0
警惕	b#注意小心	4.0
居安思危	b#注意小心	4.0
专心	b#注意小心	1.0
聚精会神	b#注意小心	2.0
全神贯注	b#注意小心	2.0
全心全意	b#注意小心	2.0
一心一意	b#注意小心	2.0
专心致志	b#注意小心	2.0
定神	b#注意小心	3.0
入神	b#注意小心	3.0
专注	b#注意小心	3.0
废寝忘食	b#注意小心	3.0
潜心	b#注意小心	4.0
凝神	b#注意小心	4.0
在乎	c#重视	2.0
重视	c#重视	2.0
尊重	c#重视	2.0
讲究	c#重视	3.0
珍视	c#重视	3.0
珍重	c#重视	3.0
注重	c#重视	3.0
看重	c#重视	3.0
刮目相看	c#重视	3.0
垂青	c#重视	4.0
器重	c#重视	4.0
青睐	c#重视	4.0
赏识	c#重视	4.0
推崇	c#重视	4.0
尊崇	c#重视	4.0
相提并论	c#重视	3.0
一视同仁	c#重视	3.0
等量齐观	c#重视	4.0
侧重	c#重视	2.0
倾斜	c#重视	3.0
忽略	a#忽视	2.0
忽视	a#忽视	2.0
疏忽	a#忽视	3.0
松散	a#忽视	3.0
松弛	a#忽视	4.0
分心	a#忽视	2.0
随便	a#忽视	2.0
不在乎	a#忽视	2.0
满不在乎	a#忽视	2.0
不经意	a#忽视	3.0
开玩笑	a#忽视	3.0
吊儿郎当	a#忽视	3.0
掉以轻心	a#忽视	3.0
漫不经心	a#忽视	3.0
心不在焉	a#忽视	3.0
心猿意马	a#忽视	4.0
不在乎	b#漠视	2.0
无所谓	b#漠视	2.0
满不在乎	b#漠视	2.0
不屑	b#漠视	2.0
冷落	b#漠视	3.0
麻木	b#漠视	3.0
麻木不仁	b#漠视	3.0
不闻不问	b#漠视	2.0
视而不见	b#漠视	2.0
闭门造车	b#漠视	3.0
充耳不闻	b#漠视	3.0
置之不理	b#漠视	3.0
闭目塞听	b#漠视	4.0
不置可否	b#漠视	4.0
熟视无睹	b#漠视	4.0
无动于衷	b#漠视	4.0
置若罔闻	b#漠视	4.0
置之度外	b#漠视	4.0
不了了之	b#漠视	3.0
搁置	b#漠视	4.0
束之高阁	b#漠视	4.0
看热闹	b#漠视	2.0
见死不救	b#漠视	2.0
落井下石	b#漠视	2.0
观望	b#漠视	3.0
冷眼旁观	b#漠视	3.0
幸灾乐祸	b#漠视	3.0
袖手旁观	b#漠视	3.0
隔岸观火	b#漠视	4.0
看不起	c#轻视	1.0
轻视	c#轻视	2.0
瞧不起.	c#轻视	2.0
鄙视	c#轻视	3.0
轻蔑	c#轻视	3.0
蔑视	c#轻视	3.0
歧视	c#轻视	3.0
不屑一顾	c#轻视	3.0
鄙薄	c#轻视	4.0
鄙夷	c#轻视	4.0
藐视	c#轻视	4.0
动摇	a#犹豫	2.0
迟疑	a#犹豫	3.0
犹豫	a#犹豫	3.0
举棋不定	a#犹豫	3.0
踌躇	a#犹豫	4.0
徘徊	a#犹豫	4.0
裹足不前	a#犹豫	4.0
首鼠两端	a#犹豫	4.0
优柔寡断	a#犹豫	4.0
瞻前顾后	a#犹豫	4.0
三心二意	a#犹豫	2.0
花心	a#犹豫	3.0
朝三暮四	a#犹豫	3.0
见异思迁	a#犹豫	3.0
喜新厌旧	a#犹豫	3.0
朝秦暮楚	a#犹豫	4.0
决心	b#决意	1.0
认定	b#决意	3.0
决计	b#决意	4.0
决意	b#决意	4.0
发愤	b#决意	3.0
奋发	b#决意	3.0
立志	b#决意	3.0
发愤图强	b#决意	3.0
奋发图强	b#决意	3.0
卧薪尝胆	b#决意	4.0
狠心	b#决意	2.0
咬紧牙关	b#决意	3.0
信	a#相信	1.0
相信	a#相信	1.0
信任	a#相信	2.0
信赖	a#相信	3.0
坚信	a#相信	2.0
确信	a#相信	3.0
深信不疑	a#相信	3.0
认真	a#相信	1.0
当真	a#相信	2.0
信以为真	a#相信	3.0
自信	a#相信	2.0
迷信	a#相信	2.0
信奉	a#相信	4.0
信仰	a#相信	4.0
怀疑	b#怀疑	2.0
疑神疑鬼	b#怀疑	2.0
疑心	b#怀疑	3.0
猜忌	b#怀疑	4.0
嘀咕	b#怀疑	4.0
涉嫌	b#怀疑	4.0
疑虑	b#怀疑	4.0
半信半疑	b#怀疑	2.0
将信将疑	b#怀疑	3.0
反对	a#反对	1.0
不以为然	a#反对	3.0
赞成	b#赞成	2.0
倾向	b#赞成	3.0
认同	b#赞成	3.0
赞同	b#赞成	3.0
通过	b#赞成	4.0
可以	b#赞成	1.0
认可	b#赞成	2.0
同意	b#赞成	2.0
公认	b#赞成	3.0
认	c#信服	2.0
服	c#信服	3.0
服气	c#信服	3.0
信服	c#信服	4.0
佩服	c#信服	2.0
敬佩	c#信服	3.0
钦佩	c#信服	4.0
服	c#信服	4.0
倾倒	c#信服	3.0
五体投地	c#信服	3.0
心服口服	c#信服	3.0
甘拜下风	c#信服	3.0
折服	c#信服	4.0
心悦诚服	c#信服	4.0
恭敬	d#尊敬	3.0
恭顺	d#尊敬	4.0
毕恭毕敬	d#尊敬	4.0
举案齐眉	d#尊敬	4.0
相敬如宾	d#尊敬	4.0
敬	d#尊敬	2.0
敬爱	d#尊敬	2.0
尊敬	d#尊敬	2.0
自尊	d#尊敬	2.0
孝敬	d#尊敬	2.0
尊重	d#尊敬	2.0
崇敬	d#尊敬	3.0
敬重	d#尊敬	3.0
敬仰	d#尊敬	3.0
仰慕	d#尊敬	3.0
仰望	d#尊敬	3.0
景仰	d#尊敬	4.0
肃然起敬	d#尊敬	4.0
崇拜	d#尊敬	2.0
崇尚	d#尊敬	3.0
拥护	e#拥护	2.0
爱戴	e#拥护	3.0
拥戴	e#拥护	4.0
想	a#思考	1.0
思考	a#思考	1.0
考虑	a#思考	2.0
沉思	a#思考	3.0
构思	a#思考	3.0
构想	a#思考	3.0
思索	a#思考	3.0
思维	a#思考	3.0
转念	a#思考	3.0
着眼	a#思考	3.0
若有所思	a#思考	3.0
思量	a#思考	4.0
酌情	a#思考	4.0
暗想	a#思考	3.0
发人深省	a#思考	3.0
深思熟患	a#思考	3.0
思前想后	a#思考	3.0
绞尽脑汁	a#思考	3.0
呕心沥血	a#思考	3.0
挖空心思	a#思考	3.0
胸有成竹	a#思考	3.0
处心积虑	a#思考	4.0
冥思苦想	a#思考	4.0
煞费苦心	a#思考	4.0
设法	a#思考	2.0
打主意	a#思考	2.0
千方百计	a#思考	2.0
不择手段	a#思考	3.0
急中生智	a#思考	3.0
想方设法	a#思考	3.0
软硬兼施	a#思考	4.0
研究	a#思考	2.0
琢磨	a#思考	3.0
寻思	a#思考	3.0
揣摩	a#思考	4.0
掂量	a#思考	4.0
盘算	a#思考	4.0
配酿	a#思考	4.0
斟酌	a#思考	4.0
设想	b#想象	2.0
想象	b#想象	2.0
假设	b#想象	3.0
幻想	b#想象	2.0
做梦	b#想象	2.0
白日做梦	b#想象	3.0
胡思乱想	b#想象	3.0
想人非非	b#想象	3.0
异想天开	b#想象	3.0
痴人说梦	b#想象	4.0
浮想联翩	b#想象	4.0
联想	b#想象	2.0
想	a#推测	1.0
看来	a#推测	2.0
推测	a#推测	3.0
推断	a#推测	3.0
推理	a#推测	3.0
顾名思义	a#推测	3.0
推论	a#推测	4.0
审时度势	a#推测	4.0
估	b#估计	2.0
算	b#估计	2.0
估计	b#估计	2.0
打量	b#估计	3.0
估量	b#估计	3.0
估算	b#估计	3.0
低估	b#估计	3.0
高估	b#估计	3.0
猜	c#猜想	2.0
猜想	c#猜想	2.0
怀疑	c#猜想	2.0
猜测	c#猜想	3.0
捉摸	c#猜想	3.0
料	c#猜想	3.0
意料	c#猜想	3.0
预测	c#猜想	3.0
预计	c#猜想	3.0
预见	c#猜想	3.0
预料	c#猜想	3.0
预期	c#猜想	3.0
预言	c#猜想	3.0
展望	c#猜想	3.0
始料不及	c#猜想	3.0
未卜先知	c#猜想	4.0
懂	a#知晓	1.0
会	a#知晓	1.0
明白	a#知晓	1.0
知道	a#知晓	1.0
理解	a#知晓	2.0
了解	a#知晓	2.0
清楚	a#知晓	2.0
晓得	a#知晓	2.0
掌握	a#知晓	2.0
透亮	a#知晓	3.0
知晓	a#知晓	3.0
融会贯通	a#知晓	4.0
深知	a#知晓	3.0
一目了然	b#洞悉	2.0
看透	b#洞悉	3.0
识破	b#洞悉	3.0
了如指掌	b#洞悉	3.0
旁观者清	b#洞悉	3.0
知己知彼	b#洞悉	3.0
洞察	b#洞悉	4.0
洞悉	b#洞悉	4.0
洞若观火	b#洞悉	4.0
明察秋毫	b#洞悉	4.0
发现	b#洞悉	1.0
察觉	b#洞悉	3.0
发觉	b#洞悉	3.0
觉察	b#洞悉	3.0
意识	b#洞悉	3.0
得知	b#洞悉	3.0
获悉	b#洞悉	4.0
据悉	b#洞悉	4.0
熟悉	b#洞悉	2.0
熟识	b#洞悉	3.0
如数家珍	b#洞悉	3.0
熟稳	b#洞悉	4.0
善于	b#洞悉	2.0
拿手	b#洞悉	3.0
精通	b#洞悉	3.0
擅长	b#洞悉	3.0
认识	c#认识	1.0
相识	c#认识	2.0
认得	c#认识	3.0
认知	c#认识	4.0
感受	d#体会	2.0
体会	d#体会	2.0
体验	d#体会	2.0
回味	d#体会	3.0
咀嚼	d#体会	4.0
会心	d#体会	3.0
会意	d#体会	3.0
理会	d#体会	3.0
领会	d#体会	3.0
领悟	d#体会	3.0
心领神会	d#体会	3.0
领略	d#体会	4.0
豁然开朗	d#体会	4.0
茅塞顿开	d#体会	4.0
想	a#希望	1.0
希望	a#希望	1.0
盼	a#希望	2.0
望	a#希望	2.0
梦想	a#希望	2.0
盼望	a#希望	2.0
期待	a#希望	2.0
有意	a#希望	2.0
愿意	a#希望	2.0
图	a#希望	3.0
期盼	a#希望	3.0
期望	a#希望	3.0
祈求	a#希望	3.0
企盼	a#希望	4.0
指望奢望	a#希望	4.0
渴望	a#希望	4.0
眼巴巴	a#希望	2.0
恨不得	a#希望	2.0
渴求	a#希望	2.0
望眼欲穿	a#希望	3.0
梦寐	a#希望	3.0
以求	a#希望	4.0
向往	a#希望	2.0
憧憬	a#希望	4.0
心驰神往	a#希望	4.0
望子成龙	a#希望	2.0
求	b#要求	1.0
要求	b#要求	1.0
苛求	b#要求	4.0
求全责备	b#要求	4.0
探求	c#追求	2.0
寻求	c#追求	3.0
追求	c#追求	3.0
追逐	c#追求	3.0
力求	c#追求	3.0
谋求	c#追求	4.0
感到	a#感到	1.0
觉得	a#感到	1.0
感觉	a#感到	2.0
以为	b#认为	1.0
看	b#认为	2.0
认为	b#认为	2.0
主张	c#主张	2.0
主持	c#主张	3.0
坚持	c#主张	2.0
寸步不让	c#主张	3.0
先入为主	c#主张	2.0
计划	a#策划	2.0
设计	a#策划	2.0
规划	a#策划	3.0
策划	a#策划	4.0
张罗	a#策划	3.0
筹划	a#策划	4.0
筹备	a#策划	4.0
统筹	a#策划	4.0
企图	a#策划	3.0
试图	a#策划	3.0
阴谋	a#策划	3.0
深谋远虑	a#策划	4.0
图谋不轨	a#策划	4.0
准备	a#策划	1.0
打算	a#策划	2.0
预备	a#策划	2.0
计算	a#策划	3.0
盘算	a#策划	4.0
计较	b#权衡	2.0
斤斤计较	b#权衡	2.0
患得患失	b#权衡	3.0
锚铢必较	b#权衡	4.0
衡量	b#权衡	3.0
权衡	b#权衡	4.0
回忆	a#回忆	1.0
回顾	a#回忆	3.0
回首	a#回忆	3.0
追思	a#回忆	3.0
追忆	a#回忆	3.0
饮水思源	a#回忆	3.0
抚今追昔	a#回忆	4.0
想	b#想念	1.0
想念	b#想念	1.0
念	b#想念	2.0
怀念	b#想念	2.0
思念	b#想念	2.0
怀旧	b#想念	3.0
惦记	b#想念	4.0
感念	b#想念	4.0
缅怀	b#想念	4.0
纪念	b#想念	2.0
留念	b#想念	3.0
哀悼	b#想念	4.0
悼念	b#想念	4.0
追悼	b#想念	4.0
挂念	b#想念	3.0
牵挂	b#想念	3.0
牵肠挂肚	b#想念	3.0
惦念	b#想念	4.0
记	c#牢记	1.0
记得	c#牢记	1.0
记忆	c#牢记	2.0
难忘	c#牢记	1.0
牢记	c#牢记	2.0
铭记	c#牢记	3.0
记忆犹新	c#牢记	3.0
刻骨铭心	c#牢记	3.0
历历在目	c#牢记	3.0
念念不忘	c#牢记	3.0
铭刻	c#牢记	4.0
忘	d#忘记	1.0
忘记	d#忘记	1.0
遗忘	d#忘记	2.0
淡忘	d#忘记	3.0
忘怀	d#忘记	3.0
忘却	d#忘记	4.0
耿耿于怀	a#不甘	3.0
死不瞑目	a#不甘	4.0
肯	b#甘愿	1.0
愿	b#甘愿	2.0
甘心	b#甘愿	2.0
乐意	b#甘愿	2.0
愿意	b#甘愿	2.0
自愿	b#甘愿	2.0
心甘情愿	b#甘愿	2.0
但愿	b#甘愿	3.0
情愿	b#甘愿	3.0
敢	c#敢于	1.0
敢于	c#敢于	2.0
勇于	c#敢于	2.0
胆敢	c#敢于	3.0
该	a#应该	1.0
应	a#应该	1.0
应该	a#应该	1.0
应当	a#应该	2.0
罪有应得	a#应该	3.0
理应	a#应该	4.0
要	b#必须	1.0
须	b#必须	2.0
必须	b#必须	2.0
不得不	b#必须	2.0
值	c#值得	2.0
值得	c#值得	2.0
划算	c#值得	3.0
合算	c#值得	3.0
可	d#可以	1.0
可以	d#可以	1.0
足以	d#可以	3.0
会	d#可以	1.0
能	d#可以	1.0
能够	d#可以	1.0
幸运	a#走运	2.0
侥幸	a#走运	3.0
有幸	a#走运	3.0
走运	a#走运	3.0
塞翁失马	a#走运	4.0
吉祥	b#吉利	2.0
吉祥如意	b#吉利	2.0
吉利	b#吉利	3.0
龙凤呈祥	b#吉利	3.0
吉人天相	b#吉利	4.0
顺	c#顺利	2.0
顺利	c#顺利	2.0
一帆风顺	c#顺利	2.0
如愿	c#顺利	3.0
顺畅	c#顺利	3.0
顺手	c#顺利	3.0
风调雨顺	c#顺利	3.0
如履平地	c#顺利	4.0
不幸	a#倒霉	2.0
倒霉	a#倒霉	2.0
dnlt多灾多难	a#倒霉	3.0
祸不单行	a#倒霉	3.0
雪上加霜	a#倒霉	3.0
凶多吉少	a#倒霉	3.0
曲折	b#不顺	2.0
好事多磨	b#不顺	3.0
事与愿违	b#不顺	3.0
辗转	b#不顺	4.0
节外生枝	b#不顺	4.0
进退两难	c#窘困	2.0
尴尬	c#窘困	3.0
狼狈	c#窘困	3.0
啼笑皆非	c#窘困	3.0
窘迫	c#窘困	4.0
进退维谷	c#窘困	4.0
骑虎难下	c#窘困	4.0
内外交困	c#窘困	4.0
欲罢不能	c#窘困	4.0
狗急跳墙	c#窘困	3.0
焦头烂额	c#窘困	3.0
山穷水尽	c#窘困	3.0
束手无策	c#窘困	3.0
走投无路	c#窘困	3.0
穷途末路	c#窘困	4.0
弹尽粮绝	c#窘困	4.0
一筹莫展	c#窘困	4.0
腹背受敌	c#窘困	4.0
困兽犹斗	c#窘困	4.0
四面楚歌	c#窘困	4.0
折腾	d#折磨	3.0
折磨	d#折磨	3.0
度日如年	d#折磨	3.0
煎熬	d#折磨	4.0
出事	e#遇祸	3.0
引火烧身	f#自作自受	3.0
玩火自焚	f#自作自受	3.0
自食其果	f#自作自受	3.0
自投罗网	f#自作自受	3.0
自寻烦恼	f#自作自受	3.0
自作自受	f#自作自受	3.0
作茧自缚	f#自作自受	4.0
请君入瓮	f#自作自受	4.0
适得其反	f#自作自受	3.0
抱薪救火	f#自作自受	4.0
弄巧成拙	f#自作自受	4.0
成功	a#成功	1.0
马到成功	a#成功	2.0
得逞	a#成功	4.0
胜	a#成功	2.0
赢	a#成功	2.0
胜利	a#成功	2.0
战胜	a#成功	2.0
水滴石穿	a#成功	2.0
出奇制胜	a#成功	3.0
旗开得胜	a#成功	3.0
人定胜天	a#成功	3.0
哀兵必胜	a#成功	4.0
凯旋	a#成功	3.0
命中	b#命中	3.0
打败	a#失败	2.0
失败	a#失败	2.0
挫折	a#失败	3.0
失利	a#失败	3.0
丢盔弃甲	a#失败	3.0
溃不成军	a#失败	3.0
落花流水	a#失败	3.0
前功尽弃	a#失败	3.0
一败涂地	a#失败	3.0
两败俱伤	a#失败	3.0
挫败	a#失败	4.0
溃败	a#失败	4.0
名落孙山	a#失败	4.0
负	a#失败	2.0
输	a#失败	2.0
灭亡	a#失败	2.0
出局	a#失败	3.0
倒闭	a#失败	3.0
倒台	a#失败	3.0
破产	a#失败	3.0
垮	a#失败	4.0
崩溃	a#失败	4.0
解体	a#失败	4.0
沦陷	a#失败	4.0
瓦解	a#失败	4.0
陷落	a#失败	4.0
马失前蹄	a#失败	4.0
挣扎	b#挣扎	2.0
落空	c#落空	3.0
鸡飞蛋打	c#落空	3.0
付诸东流	c#落空	4.0
南柯一梦	c#落空	4.0
泄露	d#泄露	3.0
走漏	d#泄露	3.0
暴露	e#暴露	3.0
露馅儿	e#暴露	4.0
原形毕露	e#暴露	4.0
水落石出	e#暴露	2.0
东窗事发	e#暴露	4.0
发财	a#发财	3.0
致富	a#发财	3.0
丰收	b#丰收	1.0
事半功倍	c#事半功倍	2.0
一举两得	c#事半功倍	2.0
一箭双雕	c#事半功倍	3.0
失去	a#丧失	1.0
丧失	a#丧失	2.0
损失	a#丧失	2.0
流失	a#丧失	3.0
缺失	a#丧失	3.0
残缺	a#丧失	3.0
遗漏	a#丧失	3.0
亏	a#丧失	2.0
吃亏	a#丧失	2.0
赔	a#丧失	3.0
折	a#丧失	4.0
折损	a#丧失	4.0
坐失良机	a#丧失	3.0
上当	b#受骗	2.0
受骗	b#受骗	2.0
上钩	b#受骗	3.0
事倍功半	c#得不偿失	2.0
得不偿失	c#得不偿失	3.0
劳民伤财	c#得不偿失	3.0
杀鸡取卵	c#得不偿失	3.0
舍本逐末	c#得不偿失	3.0
舍近求远	c#得不偿失	3.0
因噎废食	c#得不偿失	4.0
得志	a#得志	4.0
春风得意	a#得志	3.0
飞黄腾达	a#得志	4.0
衣锦还乡	a#得志	4.0
升级	b#晋升	2.0
升职	b#晋升	3.0
晋升	b#晋升	4.0
一步登天	b#晋升	2.0
扶摇直上	b#晋升	4.0
鸡犬升天	b#晋升	4.0
平步青云	b#晋升	4.0
青云直上	b#晋升	4.0
出名	c#成名	2.0
闻名	c#成名	2.0
驰名	c#成名	3.0
成名	c#成名	3.0
著称	c#成名	3.0
不朽	c#成名	3.0
永垂不朽	c#成名	3.0
功成名就	c#成名	3.0
一鸣惊人	c#成名	3.0
流芳百世	c#成名	4.0
名垂青史	c#成名	4.0
失落	a#失意	3.0
怀才不遇	a#失意	3.0
失意	a#失意	4.0
出丑	b#出丑	2.0
丢脸	b#出丑	2.0
丢人	b#出丑	2.0
丢人现眼	b#出丑	3.0
臭名远扬	b#出丑	3.0
身败名裂	b#出丑	3.0
声名狼藉	b#出丑	4.0
享福	a#享福	3.0
享乐	a#享福	3.0
大饱眼福	a#享福	3.0
受益	b#获益	3.0
受益匪浅	b#获益	3.0
不劳而获	b#获益	2.0
无功受禄	b#获益	3.0
坐享其成	b#获益	3.0
坐收渔利	b#获益	4.0
发扬	c#增光	2.0
发扬光大	c#增光	2.0
增光	c#增光	3.0
伸张	c#增光	4.0
受	a#吃苦	1.0
经受	a#吃苦	2.0
消受	a#吃苦	4.0
挨	a#吃苦	2.0
面临	a#吃苦	2.0
遭受	a#吃苦	2.0
遭遇	a#吃苦	3.0
濒临	a#吃苦	4.0
吃苦	a#吃苦	2.0
受苦	a#吃苦	2.0
受累	a#吃苦	3.0
受难	a#吃苦	3.0
蒙冤	b#蒙冤	4.0
着火	c#受灾	2.0
水火无情	c#受灾	2.0
污染	c#受灾	3.0
受害	d#受害	2.0
遇难	d#受害	3.0
遇险	d#受害	3.0
迷路	a#迷路	2.0
迷失	a#迷路	3.0
失踪	b#失踪	2.0
下落不明	b#失踪	3.0
掉	c#遗失	1.0
丢	c#遗失	1.0
丢掉	c#遗失	2.0
丢失	c#遗失	2.0
不翼而飞	c#遗失	2.0
遗失	c#遗失	3.0
得救	a#得救	2.0
获救	a#得救	2.0
九死一生	b#脱险	3.0
虎口脱险	b#脱险	3.0
死里逃生	b#脱险	4.0
劫后余生	b#脱险	4.0
发展	a#进步	1.0
进步	a#进步	1.0
上进	a#进步	2.0
进取	a#进步	3.0
升华	a#进步	4.0
风雨无阻	a#进步	2.0
勇往直前	a#进步	2.0
昂首阔步	a#进步	3.0
高歌猛进	a#进步	3.0
突飞猛进	a#进步	3.0
一往无前	a#进步	3.0
义无反顾	a#进步	3.0
披荆斩棘	a#进步	4.0
登堂入室	a#进步	3.0
循序渐进	a#进步	3.0
倒退	b#退步	2.0
后退	b#退步	2.0
落后	b#退步	2.0
退步	b#退步	2.0
落伍	b#退步	3.0
退化	b#退步	3.0
一落千丈	b#退步	3.0
滞后	b#退步	4.0
江河日下	b#退步	4.0
每况愈下	b#退步	4.0
落水	b#退步	3.0
失足	b#退步	3.0
堕落	b#退步	4.0
腐化	b#退步	4.0
腐朽	b#退步	4.0
优先	c#争先	2.0
一马当先	c#争先	3.0
带头	c#争先	2.0
领先	c#争先	2.0
牵头	c#争先	3.0
抢	c#争先	1.0
争先	c#争先	2.0
先发制人	c#争先	4.0
捷足先登	c#争先	4.0
先声夺人	c#争先	4.0
追赶	c#争先	2.0
团结	a#团结	1.0
一心	a#团结	2.0
齐心协力	a#团结	2.0
万众一心	a#团结	2.0
众志成城	a#团结	3.0
同仇敌忾	a#团结	4.0
群策群力	a#团结	4.0
同甘共苦	a#团结	2.0
风雨同舟	a#团结	3.0
患难与共	a#团结	3.0
同舟共济	a#团结	3.0
集	b#团聚	2.0
聚	b#团聚	2.0
欢聚	b#团聚	2.0
聚会	b#团聚	2.0
团聚	b#团聚	2.0
团圆	b#团聚	2.0
相聚	b#团聚	2.0
成群结队	b#团聚	2.0
三三两两	b#团聚	2.0
三五成群	b#团聚	2.0
分别	c#离别	2.0
分离	c#离别	2.0
分手	c#离别	2.0
离别	c#离别	2.0
背井离乡	c#离别	3.0
永别	c#离别	2.0
惜别	c#离别	3.0
诀别	c#离别	4.0
阔别	c#离别	4.0
笑	a#笑	1.0
欢笑	a#笑	1.0
哄堂大笑	a#笑	2.0
开怀大笑	a#笑	2.0
微笑	a#笑	1.0
苦笑	a#笑	2.0
冷笑	a#笑	3.0
狞笑	a#笑	4.0
嬉笑	a#笑	4.0
发笑	a#笑	2.0
含笑	a#笑	3.0
逗笑儿	a#笑	3.0
破涕为笑	a#笑	3.0
忍俊不禁	a#笑	4.0
笑眯眯	a#笑	2.0
笑嘻嘻	a#笑	2.0
笑盈盈	a#笑	3.0
眉开眼笑	a#笑	2.0
喜笑颜开	a#笑	3.0
笑逐颜开	a#笑	3.0
哭	b#哭	1.0
痛哭	b#哭	2.0
鬼哭狼嚎	b#哭	2.0
哀鸣	b#哭	4.0
痛哭流涕	b#哭	4.0
哭泣	b#哭	2.0
抽泣	b#哭	4.0
抽噎	b#哭	4.0
啜泣	b#哭	4.0
哽咽	b#哭	4.0
呜咽	b#哭	4.0
泣不成声	b#哭	3.0
声泪俱下	b#哭	3.0
泪如泉涌	b#哭	3.0
夺眶而出	b#哭	3.0
热泪盈眶	b#哭	3.0
不声不响	a#沉默	2.0
无话可说	a#沉默	2.0
沉默	a#沉默	3.0
默不作声	a#沉默	3.0
无言以对	a#沉默	3.0
哑口无言	a#沉默	3.0
静默	a#沉默	4.0
缄默	a#沉默	4.0
三缄其口	a#沉默	4.0
发呆	b#发呆	2.0
愣	b#发呆	3.0
发愣	b#发呆	3.0
出神	b#发呆	3.0
呆若木鸡	b#发呆	3.0
目瞪口呆	b#发呆	3.0
张口结舌	b#发呆	3.0
怔	b#发呆	4.0
发怔	b#发呆	4.0
装	a#假装	2.0
假装	a#假装	2.0
伪装	a#假装	3.0
装扮	a#假装	3.0
装模作样	a#假装	2.0
逢场作戏.	a#假装	3.0
装疯卖傻	a#假装	3.0
装聋作哑	a#假装	3.0
装腔作势	a#假装	3.0
矫揉造作	a#假装	4.0
煞有介事	a#假装	4.0
传情	a#传情	3.0
眉来眼去	a#传情	3.0
含情脉脉	a#传情	3.0
撒娇	b#撒娇	2.0
害羞	c#害羞	2.0
害臊	c#害羞	3.0
羞涩	c#害羞	3.0
难为情	c#害羞	3.0
腼腆	c#害羞	4.0
忸怩	c#害羞	4.0
羞怯	c#害羞	4.0
脸红	c#害羞	1.0
面红耳赤	c#害羞	2.0
振奋	a#振奋	2.0
饱满	a#振奋	3.0
高涨	a#振奋	3.0
起劲	a#振奋	3.0
神气	a#振奋	3.0
振作	a#振奋	3.0
欢欣鼓舞	a#振奋	3.0
容光焕发	a#振奋	3.0
生机勃勃	a#振奋	3.0
生气勃勒	a#振奋	3.0
朝气蓬勃	a#振奋	3.0
抖擞	a#振奋	4.0
气字轩昂	a#振奋	4.0
神采奕奕	a#振奋	4.0
高昂	b#激昂	3.0
激昂	b#激昂	3.0
慷慨	b#激昂	4.0
慷慨激昂	b#激昂	4.0
意气风发	b#激昂	4.0
困	a#疲劳	2.0
疲劳	a#疲劳	2.0
无力	a#疲劳	2.0
乏力	a#疲劳	3.0
困乏	a#疲劳	3.0
困倦	a#疲劳	3.0
劳累	a#疲劳	3.0
疲乏	a#疲劳	3.0
疲倦	a#疲劳	3.0
没劲儿	a#疲劳	3.0
筋疲力尽	a#疲劳	3.0
倦怠	a#疲劳	4.0
疲惫	a#疲劳	4.0
瘫软	a#疲劳	4.0
精疲力竭	a#疲劳	4.0
疲于奔命	a#疲劳	4.0
风尘仆仆	a#疲劳	3.0
人困马乏	a#疲劳	3.0
懒洋洋	b#慵懒	2.0
无精打采	b#慵懒	2.0
有气无力	b#慵懒	2.0
懒散	b#慵懒	4.0
慵懒	b#慵懒	4.0
活	a#活	1.0
生存	a#活	2.0
在世	a#活	2.0
存活	a#活	3.0
出生	a#活	2.0
出世	a#活	2.0
落地	a#活	3.0
诞生	a#活	3.0
长	b#生长	1.0
成长	b#生长	1.0
生长	b#生长	1.0
发育	b#生长	2.0
寄生	b#生长	3.0
成人	b#生长	3.0
成年	b#生长	3.0
生根	b#生长	2.0
发芽	b#生长	1.0
萌发	b#生长	3.0
萌芽	b#生长	3.0
开	b#生长	1.0
开放	b#生长	1.0
开花	b#生长	1.0
盛开	b#生长	2.0
怒放	b#生长	3.0
绽放	b#生长	3.0
绽开	b#生长	4.0
熟	c#成熟	2.0
成熟	c#成熟	2.0
生	d#生育	1.0
生育	d#生育	3.0
孕育	d#生育	3.0
传宗接代	d#生育	4.0
繁殖	d#生育	3.0
滋生	d#生育	4.0
干枯	a#枯萎凋谢	2.0
枯萎	a#枯萎凋谢	3.0
干瘪	a#枯萎凋谢	4.0
凋落	a#枯萎凋谢	3.0
凋零	a#枯萎凋谢	4.0
凋谢	a#枯萎凋谢	4.0
零落	a#枯萎凋谢	4.0
死	a#死	1.0
死亡	a#死	2.0
去世	b#逝世	2.0
逝世	b#逝世	3.0
病故	b#逝世	3.0
寿终正寝	b#逝世	4.0
安息	b#逝世	3.0
与世长辞	b#逝世	3.0
长眠	b#逝世	4.0
升天	b#逝世	4.0
牺牲	c#牺牲	2.0
献身	c#牺牲	3.0
粉身碎骨	c#牺牲	3.0
肝脑涂地	c#牺牲	4.0
杀身成仁	c#牺牲	4.0
舍生取义	c#牺牲	4.0
殉职	c#牺牲	4.0
以身殉职	c#牺牲	4.0
同归于尽	c#牺牲	3.0
阵亡	c#牺牲	4.0
马革裹尸	c#牺牲	4.0
玉石俱焚	c#牺牲	4.0
咽气	d#咽气	3.0
鸣呼哀哉	d#咽气	4.0
